"","V1","V2","V2A","C_COW_ALPHA","B_COUNTRY_ALPHA","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125_05","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V144G","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215_07","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V228_LOCAL","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","X003R2","X003R","V243","V244","V245","V246","V247","V248","V248_CS","V249","V250","V254","N_REGION_ISO","V256","V256B","V257","V258","V258A","V260","V261","V262","Y001","Y001_1","Y001_2","Y001_3","Y001_4","Y001_5","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","WEIGHTB","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","S024","S025","COW"
"821",6,840,840,"USA","USA",880,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,9,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,9,9,1,2,9,2,1,3,4,1,2,1,2,2,2,1,4,1,1,2,2,3,1,1,2,1,2,2,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,3,3,3,4,1,1,1,3,3,3,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,4,6,7,1,3,1,1,10,10,2,1,1e+07,1,2,3,1,1,2,1,1,10,2,1,2,1,6,8,10,10,4,0,4,8,3,2,2,1,2,1,2,2,3,3,3,1,1,5,1,5,1,1,1,1,1,1,1,3,2,4,2,10,10,10,9,10,10,10,10,1,2,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,5,2,1,2,3,3,NA,NA,1,1,10,10,10,1,1,NA,1,3,10,1,1983,28,1,2,2,2,2,2,1270,7,840109,16,2,840005,840005,840013,840093,1270,0.84,0.84,1,20110612,2011,2,0,0,1,0,1,2,1,0.304723,1,0.359584,1,0.5,0,0.33,0.276667,1,0,0,0.166667,0.055556,1,1,1,0,0.666667,1,0.33,0,0.33,0.22,1,1,0,1,0.666667,1,0.5,0.66,0.66,0.606667,1,0,0,0,0,1,0.33,0,0.165,0.165,1,2,8400600821,0.376344,0.564516,84006212011,8406,8402011,2
"822",6,840,840,"USA","USA",881,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,9,2,2,2,0,0,0,1,2,2,0,0,0,1,2,2,2,2,2,1,2,2,3,2,1,3,2,4,3,4,3,3,10,5,2,3,8,1,2,2,3,1,4,1,3,1,2,3,5,1,2,2,2,5,2,2,3,1,1,2,1,1,1,2,1,3,2,1,NA,1,NA,NA,5,10,5,5,2,3,5,1,2,1,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2,2,2,2,2,2,3,2,3,2,3,2,5,2,5,5,5,4,4,5,5,8,4,2,2,9e+07,9,1,1,1,1,2,1,2,10,2,3,3,2,5,5,4,4,3,3,4,9,3,2,4,3,3,1,4,4,4,4,4,1,1,5,5,5,4,3,2,2,2,2,2,4,4,4,4,10,8,5,3,1,9,1,1,1,1,1,2,2,2,5,1,1,1,1,1,2,2,2,2,2,1,3,1,2,5,5,2,3,3,1,1,NA,NA,1,NA,6,4,8,1,2,1,1,3,7,2,1977,34,2,2,2,2,1,1,1240,9,840111,25,2,840003,840010,840003,840058,1240,1.68,1.68,1,20110612,2011,1,0,1,0,0,0,2,2,0.179167,1,0.581945,1,0.5,0,0.33,0.276667,1,0.33,0,0,0.11,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,1,1,1,1,1,1,0.66,1,0.886667,1,0.111111,0.111111,0.111111,0.111111,1,0.66,0,0.33,0.33,1,2,8400600822,0.752688,1.129032,84006212011,8406,8402011,2
"823",6,840,840,"USA","USA",882,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,9,1,1,0,0,1,1,0,1,0,0,0,0,1,2,2,2,2,2,1,2,2,3,1,3,3,1,3,3,4,3,1,10,8,1,2,7,1,2,3,2,1,4,2,3,3,1,3,5,1,3,2,1,5,2,5,2,1,2,2,2,1,1,1,3,2,2,2,1,NA,NA,NA,9,9,2,10,2,2,4,1,2,1,3,3,3,2,1,4,3,3,2,2,3,3,3,2,2,2,2,3,4,2,3,3,4,2,3,1,1,1,10,2,5,7,1,3,10,10,7,2,2,9e+07,9,3,3,1,1,1,2,2,8,3,3,2,2,8,7,2,3,4,1,3,4,2,3,2,3,3,1,4,4,4,4,4,5,5,5,5,5,3,1,2,2,3,4,1,4,3,4,4,9,9,5,9,5,8,1,1,1,1,1,8,2,5,8,1,1,1,1,1,3,1,1,2,4,1,2,1,1,1,1,1,1,3,1,1,840001,840001,1,1,10,10,9,2,2,1,3,3,6,2,1980,31,2,2,2,2,1,1,1240,9,840113,22,2,840002,840037,840013,840092,1240,0.6,0.6,1,20110612,2011,1,0,0,1,0,0,2,1,0.110278,1,0.624028,1,0,0,0,0,1,0.33,0,0.333333,0.221111,1,0,0,0,0,1,0,0.33,0.33,0.22,1,1,1,1,1,1,1,0.66,1,0.886667,1,0.777778,0.111111,0.444444,0.444444,1,0.33,0,0.165,0.165,1,2,8400600823,0.268817,0.403226,84006212011,8406,8402011,2
"824",6,840,840,"USA","USA",883,2,1,2,2,4,4,2,2,1,2,1,2,1,1,2,2,1,2,2,7,1,0,NA,0,0,1,NA,0,1,0,0,0,1,2,2,2,2,2,1,2,2,3,2,2,2,3,3,4,4,4,2,7,9,3,2,9,1,3,4,2,1,3,2,2,2,2,2,5,2,5,1,5,2,6,1,3,4,1,1,2,2,1,1,1,1,2,2,1,1,1,NA,4,1,5,7,3,5,9,2,2,1,2,2,2,4,2,2,3,2,3,2,3,3,4,2,2,3,4,2,2,2,3,2,4,3,4,2,5,1,10,5,1,10,1,1,10,10,7,2,2,100000020,0,7,8,3,2,2,2,1,1,4,4,4,1,3,8,2,8,3,0,2,4,1,2,2,3,1,2,3,3,3,3,3,1,5,5,5,5,4,4,1,2,4,3,1,4,4,4,4,8,8,1,1,1,8,1,1,1,1,1,10,10,7,5,5,1,1,2,2,2,2,2,3,1,1,4,1,1,1,1,1,2,3,1,1,840002,840002,4,1,8,8,8,2,1,NA,1,2,7,2,1924,87,3,6,2,2,1,1,1240,9,840113,24,2,840002,840035,840006,840031,1240,1.13,1.13,1,20110612,2011,4,1,1,1,0,1,3,1,0.484167,1,0.826389,1,0.5,0.33,0.66,0.496667,1,1,1,1,1,1,0,0,0,0,1,0.33,0.66,0.33,0.44,1,1,0,1,0.666667,1,1,1,1,1,1,1,1,0.666667,0.888889,1,1,0.5,0.75,0.75,1,2,8400600824,0.506272,0.759409,84006212011,8406,8402011,2
"825",6,840,840,"USA","USA",884,1,2,2,3,3,2,3,3,1,2,1,2,1,2,1,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,3,1,3,1,3,3,3,3,3,3,8,4,1,3,1,1,2,3,1,1,3,2,3,2,2,5,6,2,5,4,6,6,1,4,2,1,2,2,2,3,1,3,3,3,3,2,NA,NA,NA,NA,5,4,5,1,5,4,9,1,3,1,4,3,3,2,2,3,2,3,2,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,3,2,8,8,6,8,8,5,9,9,9,7,3,3,1,2e+07,2,4,3,1,1,1,1,2,10,3,3,1,1,10,10,10,5,3,1,3,3,2,NA,3,3,3,3,2,3,3,2,2,1,1,5,5,5,4,4,2,2,4,4,1,3,2,2,3,8,1,5,5,8,9,1,1,1,1,1,5,10,10,8,2,1,1,1,2,1,2,1,3,2,5,3,1,5,5,5,2,2,3,3,3,840002,840002,4,NA,5,3,8,2,2,1,2,3,3,2,1957,54,3,4,2,2,1,1,1240,7,840109,18,2,840002,840013,840006,840033,1240,0.62,0.62,1,20110612,2011,1,0,0,0,0,1,1,1,0.303334,1,0.48037,1,0.5,0.33,0.66,0.496667,1,0.33,0,0.5,0.276667,1,0,0,0,0,1,0.33,0.33,0.66,0.44,1,1,0,0,0.333333,1,1,0.66,0.66,0.773333,1,0.444444,1,1,0.814815,1,0,0,0,0,1,2,8400600825,0.277778,0.416667,84006212011,8406,8402011,2
"826",6,840,840,"USA","USA",885,1,1,2,3,3,4,2,1,1,1,1,2,2,2,1,2,2,1,2,7,1,0,2,0,0,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,3,1,3,2,3,3,2,4,2,2,7,6,1,2,5,1,2,3,4,1,4,2,1,1,1,3,5,2,3,4,5,5,4,3,6,1,2,2,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,6,10,1,7,1,1,8,1,1,2,4,2,2,3,1,3,3,3,1,2,2,2,2,2,2,2,2,3,3,2,3,3,4,4,4,1,4,1,10,6,3,10,1,8,10,10,7,1,4,100000020,0,7,8,2,2,2,1,1,1,4,4,4,1,4,8,2,6,1,1,2,3,1,1,3,3,1,1,4,4,4,4,4,5,5,5,5,5,4,4,3,3,4,4,1,4,4,4,4,10,10,3,1,3,8,1,1,1,1,1,10,4,7,4,1,1,1,1,1,4,1,1,3,3,5,5,3,2,5,5,1,2,3,2,2,840001,840001,5,NA,7,3,4,2,2,1,2,3,4,2,1975,36,2,3,2,2,1,1,1240,9,840112,24,2,840002,840038,840002,840023,1240,1.11,1.11,1,20110612,2011,1,0,0,1,0,0,2,1,0.3325,1,0.485417,1,0,0,0.66,0.22,1,1,1,1,1,1,0,0,0,0,1,0,0,0.33,0.11,1,1,0,0,0.333333,1,1,0.33,1,0.776667,1,1,0.333333,0.666667,0.666667,1,0.33,0,0.165,0.165,1,2,8400600826,0.497312,0.745968,84006212011,8406,8402011,2
"827",6,840,840,"USA","USA",886,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,3,1,1,0,2,0,2,0,0,2,0,0,NA,1,2,1,2,2,2,1,2,2,3,1,3,1,2,3,3,4,4,1,9,9,1,2,8,3,1,2,3,2,4,2,3,2,1,5,6,2,5,2,4,5,2,2,2,1,2,2,2,1,1,3,2,2,2,1,NA,NA,NA,NA,5,2,2,2,2,1,8,1,2,1,2,2,2,1,1,2,3,3,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,8,5,9,8,3,8,7,4,9,9,8,1,2,1e+07,1,3,1,1,1,2,2,2,10,3,3,2,2,8,8,3,7,3,2,3,4,2,3,3,3,3,1,4,4,4,4,4,5,5,5,5,5,4,3,2,2,3,4,1,4,4,4,4,8,8,3,4,8,9,1,1,1,1,1,8,5,8,5,1,1,1,1,1,2,2,1,1,2,2,2,1,1,5,1,1,1,3,1,1,840002,840002,4,NA,5,4,9,1,2,2,3,2,6,2,1942,69,3,6,2,2,1,1,1240,8,840110,17,2,840002,840032,840002,840021,1240,0.42,0.42,1,20110612,2011,3,1,1,0,1,0,2,0,0.055278,1,0.679167,1,0,0,0.33,0.11,1,0,0,0.333333,0.111111,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.333333,1,1,0.66,1,0.886667,1,0.777778,0.444444,0.777778,0.666667,1,0.66,1,0.83,0.83,1,2,8400600827,0.188172,0.282258,84006212011,8406,8402011,2
"828",6,840,840,"USA","USA",887,1,1,2,2,2,3,1,2,2,1,1,1,1,2,1,2,2,2,2,8,2,1,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,3,2,3,1,2,4,4,4,4,3,9,7,1,1,8,1,3,1,2,2,1,1,3,1,2,2,5,4,5,1,3,4,2,1,4,1,1,1,2,1,1,1,2,2,2,2,2,NA,NA,NA,2,4,5,3,4,2,8,1,2,1,3,2,2,3,2,3,3,3,2,2,3,3,3,3,2,3,3,1,2,2,3,3,3,4,3,2,8,1,10,9,2,10,7,4,10,8,8,3,1,2e+07,2,7,3,2,1,1,2,2,9,3,4,3,1,5,NA,3,7,3,2,1,2,2,3,4,3,4,2,2,4,4,4,4,1,1,5,5,5,4,3,2,3,4,4,2,4,4,4,4,10,10,1,1,1,10,1,1,1,1,1,10,5,8,8,3,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,840002,840002,1,1,10,10,10,1,1,NA,1,2,6,2,1960,51,3,4,2,2,1,1,1240,9,840113,47,2,840002,840010,840003,840058,1240,0.85,0.85,1,20110612,2011,3,1,0,1,1,0,2,1,0.400834,1,0.705602,1,0.5,0.33,0.33,0.386667,1,0.66,1,1,0.886667,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,1,1,0.666667,1,1,1,1,1,1,1,0.444444,0.777778,0.740741,1,0.33,0.5,0.415,0.415,1,2,8400600828,0.380824,0.571237,84006212011,8406,8402011,2
"829",6,840,840,"USA","USA",888,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,8,1,2,0,0,0,1,0,0,1,0,0,0,1,2,2,2,2,2,1,2,2,2,1,3,3,2,2,2,3,3,1,8,5,1,2,4,2,1,2,1,1,3,2,1,2,1,3,5,4,5,3,5,4,2,4,2,1,2,2,2,2,1,2,3,2,3,2,NA,NA,NA,NA,9,4,5,8,5,3,8,1,2,1,2,2,2,1,2,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,4,3,3,1,6,5,8,8,7,3,4,6,8,10,4,3,1,9e+07,9,2,1,1,1,1,2,1,10,2,3,3,2,10,10,10,7,4,3,3,6,2,4,4,4,4,1,3,4,4,4,4,1,1,5,5,1,2,3,2,2,3,2,1,4,3,2,4,6,6,8,8,5,6,1,1,1,1,1,1,1,6,1,1,1,1,1,2,3,1,1,1,3,1,4,4,1,1,1,1,2,3,2,1,840001,840001,1,2,4,2,6,2,2,1,1,3,5,2,1952,59,3,5,2,2,1,1,1240,7,840109,18,2,840002,840020,840003,840052,1240,1.13,1.13,1,20110612,2011,2,0,1,0,0,1,2,NA,0.178889,1,0.252963,1,0,0.33,0.33,0.22,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.33,0.33,0.66,0.44,1,0,0,0,0,1,0.5,0.33,0.66,0.496667,1,0,0,0.555556,0.185185,1,0.66,0,0.33,0.33,1,2,8400600829,0.506272,0.759409,84006212011,8406,8402011,2
"830",6,840,840,"USA","USA",889,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,9,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,3,1,3,2,2,3,3,3,3,2,10,5,1,0,7,1,2,4,3,1,4,1,3,1,1,1,5,1,5,3,5,5,3,2,4,1,2,2,2,3,2,3,2,3,3,NA,NA,NA,NA,NA,5,5,1,7,2,2,5,1,2,1,2,2,2,3,1,2,2,3,1,1,2,3,2,2,1,2,3,2,2,2,2,2,3,3,4,2,5,5,10,10,5,10,5,7,10,8,5,2,4,100000020,0,7,1,1,1,1,2,1,10,3,3,3,2,8,9,5,8,3,3,3,9,3,3,4,3,3,2,2,3,3,3,3,1,5,5,5,5,2,4,2,2,2,3,2,3,4,3,2,8,7,5,5,7,8,1,1,1,1,1,5,5,5,5,1,1,1,1,1,2,2,2,2,3,5,5,1,5,5,5,5,1,1,3,3,NA,NA,7,NA,5,1,10,2,2,1,2,3,4,1,1953,58,3,5,2,2,1,1,1240,6,840104,14,2,840002,840043,840005,840074,1240,1.44,1.44,1,20110612,2011,1,0,1,0,0,0,2,0,0.110833,1,0.553611,1,0,0,0.33,0.11,1,0,0,1,0.333333,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0.666667,1,1,0.66,0.66,0.773333,1,0.444444,0.444444,0.444444,0.444444,1,0.66,0,0.33,0.33,1,2,8400600830,0.645161,0.967742,84006212011,8406,8402011,2
"831",6,840,840,"USA","USA",890,1,1,1,2,3,3,1,2,1,1,1,2,2,2,1,2,2,1,2,9,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,2,1,2,1,3,1,2,1,3,2,4,4,3,2,9,7,1,1,9,2,1,1,3,4,1,2,3,2,1,4,4,1,3,4,2,5,2,2,2,4,1,2,2,1,2,2,2,3,2,NA,NA,NA,NA,NA,9,10,1,10,1,2,4,2,2,2,3,1,2,3,2,4,4,4,2,3,4,3,4,3,4,3,3,3,2,3,4,4,3,3,3,2,1,1,10,2,6,6,1,5,10,6,2,1,2,1e+07,1,7,1,1,1,1,2,2,10,3,4,2,1,3,5,8,6,2,2,3,7,2,3,2,3,3,1,3,4,4,4,4,5,5,1,5,5,4,4,3,1,2,2,1,4,4,4,4,7,5,7,1,5,5,1,1,1,5,1,2,5,7,9,6,1,1,1,2,3,2,2,3,2,1,3,1,2,5,2,2,2,NA,1,1,840001,840001,4,1,10,7,9,1,2,2,1,2,9,1,1940,71,3,6,2,2,1,1,1240,9,840112,21,2,840002,840038,840002,840023,1240,0.36,0.36,1,20110612,2011,0,0,0,0,0,0,1,1,0.414167,1,0.435185,1,0,0.33,0.66,0.33,1,0.66,0,1,0.553333,1,0,1,0,0.333333,1,0.33,0.33,0.66,0.44,1,1,0,0,0.333333,1,1,1,1,1,1,0.111111,0.444444,0.666667,0.407407,1,0,0,0,0,1,2,8400600831,0.16129,0.241935,84006212011,8406,8402011,2
"832",6,840,840,"USA","USA",891,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,10,2,2,2,0,0,0,0,0,2,0,1,0,1,2,2,2,2,2,1,2,2,3,3,3,1,1,3,3,3,3,3,10,1,1,3,8,1,3,2,3,3,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,2,1,2,1,3,2,2,1,2,NA,NA,NA,2,5,9,NA,NA,NA,NA,NA,1,1,1,2,3,3,1,1,3,3,3,3,3,3,3,2,3,2,3,2,3,2,2,3,3,4,1,3,2,7,2,10,9,8,9,4,10,10,10,9,2,1,1e+07,1,1,2,1,1,1,2,2,10,2,4,3,2,10,10,10,10,4,3,2,10,2,3,4,2,2,2,4,4,4,4,4,5,5,5,5,5,1,1,1,1,3,1,1,3,4,1,2,9,9,9,6,9,4,4,10,1,5,3,10,6,8,10,1,1,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,2,3,3,840002,840002,1,2,5,5,8,2,2,1,3,3,6,2,1974,37,2,3,2,2,2,1,1270,3,840103,18,2,840005,840027,840007,840046,1270,1.9,1.9,1,20110612,2011,4,1,1,0,1,1,2,NA,0.3875,1,0.532778,1,0,0.33,0,0.11,1,0,0,0,0,1,1,1,1,1,1,0,0.66,0.66,0.44,1,0,0,0,0,1,1,0.66,0.66,0.773333,1,1,0.555556,0.777778,0.777778,1,0.66,0.5,0.58,0.58,1,2,8400600832,0.851254,1.276882,84006212011,8406,8402011,2
"833",6,840,840,"USA","USA",892,1,2,2,3,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,8,1,2,2,0,0,1,0,2,2,0,0,0,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,3,3,1,8,6,1,4,7,2,1,1,4,4,1,1,2,1,1,2,4,2,5,3,5,4,3,3,2,1,1,2,2,2,1,2,2,2,2,1,NA,NA,NA,NA,8,9,3,8,4,2,8,1,3,2,3,2,2,2,1,3,3,3,2,2,3,3,3,2,2,3,2,2,2,3,3,4,3,2,4,2,5,1,10,5,1,10,1,5,10,10,6,2,2,1e+07,1,2,3,1,1,1,2,2,9,3,4,3,2,3,8,3,6,4,2,3,7,3,3,4,3,3,1,3,4,4,4,4,5,5,1,5,5,4,4,3,3,4,3,1,4,4,4,4,9,9,8,5,6,8,1,2,1,1,1,3,2,2,3,2,1,1,1,1,2,1,1,1,3,1,2,1,1,4,5,5,2,2,2,1,840001,840001,1,2,7,8,9,2,1,NA,1,4,6,1,1956,55,3,5,2,2,1,1,1240,8,840110,19,2,840002,840014,840006,840032,1240,0.42,0.42,1,20110612,2011,1,0,0,1,0,0,2,0,0.179722,1,0.285787,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0,0.33,0.33,0.22,1,0,0,1,0.333333,1,0.5,0.33,0.66,0.496667,1,0.222222,0.111111,0.111111,0.148148,1,0.33,0,0.165,0.165,1,2,8400600833,0.188172,0.282258,84006212011,8406,8402011,2
"834",6,840,840,"USA","USA",893,1,2,2,3,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,9,1,1,0,0,2,0,0,2,0,0,0,0,1,2,2,2,2,2,1,2,2,3,2,3,2,2,3,3,4,3,2,8,7,6,0,9,4,1,3,2,4,2,2,3,2,3,3,6,6,4,4,6,2,2,3,3,3,1,2,2,4,2,3,3,2,3,NA,NA,NA,NA,NA,5,3,3,7,5,2,7,1,2,1,2,2,2,4,4,4,4,3,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3,3,4,1,6,1,10,9,1,10,3,8,9,9,8,2,2,100000020,0,5,4,2,1,2,2,2,7,2,2,4,3,5,5,5,9,3,2,3,4,2,4,4,4,4,2,3,3,3,3,4,5,5,5,5,5,4,4,3,4,4,3,2,4,4,4,4,6,6,7,7,3,5,1,1,1,1,1,1,1,5,4,1,1,1,1,2,1,1,1,1,4,2,5,1,1,5,4,5,2,3,3,3,2,2,1,1,7,7,6,2,2,1,2,2,5,2,1980,31,2,2,2,2,1,1,1240,8,840110,31,2,840005,840026,840008,840081,1240,1.09,1.09,1,20110612,2011,2,0,0,1,0,1,2,1,0.443055,1,0.549954,1,1,0.33,0.33,0.553333,1,0.33,1,0.666667,0.665556,1,0,0,0,0,1,1,0.33,0.33,0.553333,1,1,1,1,1,1,1,0.66,1,0.886667,1,0,0,0.444444,0.148148,1,0.33,0,0.165,0.165,1,2,8400600834,0.488351,0.732527,84006212011,8406,8402011,2
"835",6,840,840,"USA","USA",894,1,3,2,2,1,4,1,1,2,2,1,1,2,2,1,2,2,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,3,3,3,3,2,3,4,4,4,2,8,9,1,1,7,3,4,2,3,3,4,2,1,1,1,2,3,1,2,2,2,3,1,1,1,1,1,2,2,4,1,2,2,3,2,2,NA,NA,NA,NA,8,5,4,3,4,3,7,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,2,3,2,3,2,4,2,9,1,7,7,1,8,5,2,5,8,5,2,1,100000020,0,6,8,2,2,2,1,1,1,4,4,4,4,3,5,7,8,1,1,3,4,2,3,4,3,4,1,4,NA,4,4,4,5,5,5,5,5,3,3,2,3,3,2,2,4,4,3,4,7,8,3,5,5,6,1,1,1,1,1,8,6,5,5,2,1,3,2,2,2,2,2,2,2,5,3,2,4,3,1,1,1,3,2,1,840002,840002,5,NA,4,3,4,2,2,1,2,4,4,1,1988,23,1,1,2,2,1,1,1240,9,840111,20,2,840005,840005,840013,840093,1240,1.57,1.57,1,20110612,2011,3,1,1,0,1,0,2,0,0.541111,1,0.688982,1,0,0.33,0.33,0.22,1,1,1,0.833333,0.944444,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0.333333,1,1,1,1,1,1,0.777778,0.555556,0.444444,0.592593,1,0.66,1,0.83,0.83,1,2,8400600835,0.703405,1.055108,84006212011,8406,8402011,2
"836",6,840,840,"USA","USA",895,1,2,3,4,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,3,2,0,0,0,1,0,0,0,1,1,0,0,1,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,3,3,1,2,5,1,2,8,4,3,3,4,2,3,2,2,2,2,6,6,3,6,2,6,6,4,2,4,1,1,2,2,4,3,3,3,3,3,NA,NA,NA,NA,NA,5,3,7,5,7,7,7,1,2,2,2,2,2,3,3,4,4,3,3,3,3,4,4,2,2,4,4,2,2,2,3,3,4,2,4,3,1,1,9,9,1,9,1,5,1,5,2,2,2,1e+07,1,7,7,1,1,2,2,2,9,3,4,1,1,7,8,2,4,2,1,1,4,1,4,3,4,4,2,3,4,4,4,4,1,5,5,5,5,4,4,1,3,4,1,2,4,4,4,4,5,5,8,5,7,5,3,3,3,3,3,7,8,8,8,8,2,2,2,3,3,3,2,3,2,2,4,4,5,5,4,1,4,3,3,2,840002,840002,4,1,9,6,6,2,1,NA,1,3,6,1,1949,62,3,5,2,1,1,1,1240,9,840111,35,2,840002,840033,840003,840056,1240,0.41,0.41,1,20110612,2011,4,1,0,1,1,1,2,NA,0.65,1,0.648935,1,0.5,0.66,0.66,0.606667,1,0,0,1,0.333333,1,1,1,1,1,1,0.66,0.66,0.66,0.66,1,0,1,1,0.666667,1,1,0.66,0.66,0.773333,1,0.666667,0.777778,0.777778,0.740741,1,0.33,0.5,0.415,0.415,1,2,8400600836,0.183692,0.275538,84006212011,8406,8402011,2
