"","V1","B_COUNTRY_ALPHA","C_COW_ALPHA","V1A","V1B","V2","V2A","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146_05","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185G","V185b","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213B","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","Q223_LOCAL","V232","V233","V233A","V234","V235","V236","V237","V237R2","V237R","V238","V238R","V238CS","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V253CS","V255","V256","V257","N_REGION_ISO","V258","V259","V259A","V260","V265","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","WEIGHTB","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","S024","S025","COW"
"528",5,"USA","USA",2,1,840,840,343,1,1,2,3,4,2,2,2,1,2,1,2,1,1,2,2,1,2,8,2,2,0,0,1,1,0,0,0,0,NA,1,2,2,2,2,2,2,2,2,2,3,1,8,8,2,3,3,1,1,2,2,3,2,2,1,1,3,3,3,1,2,2,2,9,1,2,3,4,3,4,1,3,1,1,1,2,5,2,2,1,5,6,4,4,2,1,8,8,4,9,3,1,2,2,NA,1,2,2,NA,1,3,2,2,1,1,1,2,2,1,6,1,7,5,10,6,8,5,9,6,2,1,2,2,3,2,2,2,2,3,3,2,1,1,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,8,4,8,8,3,5,5,10,7,10,10,8,2,2,3,5,NA,NA,NA,NA,NA,2,NA,2,7,1,1,3,3,1,2,1,10100000,2,1,1,1,1,1,9,2,4,1,4,2,5,5,1,1,5,1,5,5,5,1,1,1,2,2,2,2,2,1,1,2,2,2,2,7,1240,2,1,2,1,2,2,1,2,840002,840002,840001,5,4,1,2,1939,67,3,6,5,2,840003,18,2,4,NA,NA,NA,NA,NA,NA,1,NA,4,1,2,6,840050,8,1400,840002,NA,1240,1.230098,1.230098,2006,1,2,2,1,0.152222,1,0.512361,1,0,0,0,0,1,0.33,0,0.166667,0.165556,1,1,0,0,0.333333,1,0.33,0,0,0.11,1,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,0.444444,0.444444,0.444444,0.444444,1,0.33,0,0.165,0.165,1,2,8400600528,0.984867,1.4773,84005212006,8405,8402006,2
"529",5,"USA","USA",2,1,840,840,656,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,10,2,2,0,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,10,5,2,4,3,3,3,3,2,6,2,2,1,2,3,3,3,1,1,2,3,9,1,2,3,1,1,4,2,3,1,1,1,4,6,1,3,2,4,6,2,3,2,2,6,7,6,9,4,2,2,2,NA,2,2,2,NA,1,3,3,3,1,1,1,1,2,1,5,1,5,5,7,4,5,7,7,9,3,2,2,2,4,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,NA,NA,NA,NA,NA,2,NA,2,9,2,2,2,2,2,1,0,100000020,3,1,1,1,1,1,10,1,4,4,4,4,1,1,1,1,1,1,1,7,7,2,1,1,1,1,1,2,2,2,2,3,3,3,1,8,1240,2,2,2,2,2,2,2,1,840002,840002,8,5,840002,2,1,1986,20,1,1,4,2,840002,23,1,1,9,2,2,2,9,2,2,1,3,3,4,3,840045,3,200,840004,NA,1240,1.75014,1.75014,2006,3,0,1,NA,0.110278,1,0.290555,1,0,0,0,0,1,0,0,0.333333,0.111111,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,1,0,0,0.333333,1,0.5,0.66,0.66,0.606667,1,0,0,0.666667,0.222222,1,0,0,0,0,1,2,8400600529,1.401233,2.10185,84005212006,8405,8402006,2
"530",5,"USA","USA",2,1,840,840,513,1,3,1,3,2,3,2,2,1,1,2,2,1,2,1,2,1,2,8,1,0,2,1,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,8,6,1,4,2,2,1,2,2,1,1,2,1,3,2,4,2,3,2,3,2,8,1,2,1,3,1,4,2,3,1,1,1,2,5,2,5,3,3,3,2,2,5,1,8,9,4,3,3,2,3,3,NA,2,2,2,NA,1,3,2,2,2,1,1,2,2,2,6,1,8,5,6,4,2,9,9,9,2,3,2,1,3,2,2,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,1,8,7,2,6,9,9,8,10,8,5,2,2,1,3,NA,NA,NA,NA,NA,2,NA,2,6,1,2,1,1,3,2,0,100000020,6,2,2,1,1,2,6,1,5,2,4,2,1,1,1,1,4,1,6,8,8,1,1,1,2,3,2,2,2,2,2,2,2,1,1,7,1240,1,1,2,1,2,1,1,3,840002,840002,8,5,840002,2,2,1963,43,2,3,7,3,840006,22,2,1,5,2,9,7,8,2,1,NA,14,3,2,7,840057,4,1400,840012,NA,1240,0.860069,0.860069,2006,3,0,1,2,0.400278,1,0.499722,1,0,0,0.66,0.22,1,0.66,1,0.833333,0.831111,1,0,0,0,0,1,0.66,0.66,0.33,0.55,1,1,0,1,0.666667,1,1,0.33,1,0.776667,1,0.333333,0.555556,0.777778,0.555556,1,0,0,0,0,1,2,8400600530,0.688606,1.032909,84005212006,8405,8402006,2
"531",5,"USA","USA",2,1,840,840,721,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,10,1,2,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,2,1,5,6,2,1,2,2,2,3,4,6,1,2,2,1,2,3,3,1,1,3,1,7,2,1,4,1,1,3,1,3,1,1,1,2,6,1,1,1,1,3,1,1,3,1,6,8,6,5,2,1,2,3,NA,1,2,2,NA,1,2,2,2,1,1,1,1,1,1,6,1,7,1,1,1,1,4,5,7,2,1,2,2,3,3,2,2,1,3,3,2,1,1,3,3,3,2,2,2,2,2,2,3,4,4,3,2,8,8,10,10,10,8,7,6,6,10,7,5,3,2,1,2,NA,NA,NA,NA,NA,2,NA,2,10,1,1,1,1,1,2,9,9e+07,1,1,1,1,1,2,10,1,4,1,4,1,1,8,5,1,1,1,1,7,1,1,1,1,3,2,2,3,2,2,2,1,1,1,1,7,1240,1,1,2,1,2,1,1,2,8,8,840002,840001,840003,2,1,1956,50,3,4,5,2,840003,12,2,8,NA,NA,NA,NA,NA,NA,1,NA,14,1,5,1,840044,5,1400,840009,NA,1240,1.600128,1.600128,2006,1,2,2,0,0.166667,1,0.428889,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0.666667,1,0,0,0,0,1,1,0,1,0.666667,1,0.5,0.33,0.66,0.496667,1,0,0,0.666667,0.222222,1,0.66,0,0.33,0.33,1,2,8400600531,1.281127,1.921691,84005212006,8405,8402006,2
"532",5,"USA","USA",2,1,840,840,1117,1,1,2,4,4,1,2,1,1,2,1,2,1,2,2,1,2,1,7,2,2,0,2,0,1,0,0,0,0,NA,1,2,2,2,1,2,1,2,2,1,3,1,8,7,1,4,4,2,3,5,5,1,1,2,2,1,3,3,4,3,1,4,2,6,2,3,4,1,4,3,2,1,3,1,1,2,5,2,5,2,5,4,2,3,4,2,2,3,7,10,4,2,3,3,NA,2,2,2,NA,2,3,4,1,2,3,3,3,2,1,7,1,8,5,1,4,8,NA,8,3,4,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,1,1,3,4,7,4,7,2,8,1,1,6,3,2,1,5,NA,NA,NA,NA,NA,2,NA,2,8,NA,2,NA,NA,NA,2,9,9e+07,2,1,1,1,1,1,10,1,4,5,5,1,1,1,1,2,1,1,1,3,3,1,1,2,NA,2,1,NA,NA,2,2,1,1,1,1,NA,1240,2,2,2,2,2,1,1,2,840001,840001,5,840002,840001,1,2,1976,30,2,2,6,3,840004,21,2,5,NA,NA,NA,NA,NA,NA,2,1,7,4,4,3,840050,4,1400,840009,NA,1240,2.310185,2.310185,2006,4,3,2,NA,0.373889,1,0.440185,1,0,0.33,0.66,0.33,1,0,0,0.166667,0.055556,1,0,0,1,0.333333,1,0.33,1,1,0.776667,1,1,0,0,0.333333,1,1,0.66,0.66,0.773333,1,0,0,0.222222,0.074074,1,0.66,0.5,0.58,0.58,1,2,8400600532,1.849628,2.774442,84005212006,8405,8402006,2
"533",5,"USA","USA",2,1,840,840,60,2,2,2,3,2,3,2,2,2,1,1,2,1,1,2,2,1,2,7,2,1,0,2,0,1,1,1,1,0,NA,1,2,2,2,2,2,1,2,1,2,3,2,6,NA,1,4,3,4,2,3,4,6,1,1,1,2,3,3,3,3,2,3,2,6,1,2,3,1,1,4,2,2,2,2,2,3,5,2,4,3,4,5,4,2,3,1,9,9,6,4,2,1,2,2,NA,1,2,2,NA,1,2,2,3,4,4,4,1,1,1,3,1,7,4,6,3,3,7,8,9,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,3,NA,2,2,1,2,2,3,3,4,3,4,1,6,1,10,7,1,10,10,9,9,10,10,7,2,2,3,1,NA,NA,NA,NA,NA,1,2,1,8,3,1,1,2,3,2,2,2e+07,7,2,2,2,2,2,8,1,4,2,4,2,2,5,2,1,10,6,8,10,8,8,1,1,3,2,1,3,2,2,2,2,1,1,1,8,1240,1,1,1,1,1,1,1,3,840002,840002,840001,NA,840002,1,1,1947,59,3,5,8,3,840007,25,2,1,3,3,9,4,9,2,1,NA,3,1,3,4,840048,4,1400,840004,NA,1240,1.840147,1.840147,2006,1,0,1,0,0.5675,1,0.508148,1,0.5,0,0.66,0.386667,1,0.66,1,1,0.886667,1,1,1,0,0.666667,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,1,0.66,0.66,0.773333,1,1,0.777778,1,0.925926,1,0,0,0,0,1,2,8400600533,1.473297,2.209945,84005212006,8405,8402006,2
"534",5,"USA","USA",2,1,840,840,212,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,7,1,1,2,2,0,0,0,0,0,0,NA,1,2,2,1,1,2,1,2,1,2,1,1,10,6,1,4,1,1,1,1,5,1,1,2,2,2,3,4,3,3,2,3,1,4,2,1,1,3,1,4,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,8,10,7,10,2,1,1,1,2,1,1,2,NA,1,3,4,1,1,1,1,1,1,1,6,1,10,6,10,1,1,6,10,6,3,1,1,1,4,2,4,1,1,4,4,3,2,2,2,3,3,3,3,3,2,1,3,3,1,1,3,4,6,5,6,6,6,5,6,6,3,7,1,2,3,2,1,5,NA,NA,NA,NA,NA,3,NA,2,10,3,3,3,3,3,1,9,9e+07,2,1,1,1,1,1,10,1,1,5,1,5,10,6,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,2,2,1,1,1,1,6,1240,2,1,1,2,1,1,1,3,840001,840001,5,840002,840001,1,2,1977,29,1,2,5,2,840003,19,2,7,NA,NA,NA,NA,NA,NA,2,1,6,2,2,7,840050,2,1250,840005,NA,1240,0.580046,0.580046,2006,4,0,1,NA,0.207222,1,0.138333,1,0,0,0.66,0.22,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0,0.33,0.33,0.22,1,0,0,0,0,1,0,0.66,1,0.553333,1,0,0,0,0,1,0,0,0,0,1,2,8400600534,0.464409,0.696613,84005212006,8405,8402006,2
"535",5,"USA","USA",2,2,840,840,655,1,2,1,2,4,4,1,1,1,2,2,2,1,1,1,2,2,2,6,2,0,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,2,2,2,2,3,3,4,2,4,3,5,5,4,3,5,1,2,1,1,2,4,4,4,4,1,4,1,3,3,4,4,2,2,3,2,1,1,3,1,3,5,5,5,3,5,4,6,2,5,1,7,8,3,1,1,2,2,1,NA,2,2,1,NA,1,2,2,3,3,3,3,2,1,1,3,2,4,10,3,9,9,7,6,6,1,1,2,2,2,2,2,4,4,4,4,3,4,4,4,4,4,3,4,3,3,3,4,3,4,3,4,4,9,1,8,9,4,10,2,1,9,10,6,1,4,2,2,1,1,2,1,1,1,2,NA,2,5,2,2,1,1,3,3,0,100000020,7,3,2,2,2,2,1,1,5,1,5,1,6,6,6,2,10,9,10,9,9,9,2,4,1,2,2,2,1,2,2,3,3,3,3,10,9000,1,1,2,1,1,1,1,3,5,5,8,840001,4,1,1,1969,37,2,3,7,3,840005,29,2,1,7,2,2,7,7,1,1,NA,13,2,4,3,840048,1,1400,840006,NA,1240,1.700136,1.700136,2006,5,5,3,2,1,1,0.907408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.666667,1,1,1,1,1,1,1,1,0.888889,0.962963,1,1,1,1,1,1,2,8400600535,1.361198,2.041797,84005212006,8405,8402006,2
"536",5,"USA","USA",2,2,840,840,709,1,1,2,2,2,3,3,3,1,2,1,2,2,2,1,2,1,2,5,1,0,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,1,2,2,1,6,5,1,4,2,3,3,3,3,6,1,2,2,3,3,2,3,2,2,3,2,4,1,2,4,2,3,2,1,2,1,2,1,3,4,5,3,3,3,4,4,4,4,1,7,7,5,6,2,1,1,1,NA,1,1,1,1,2,3,3,2,3,2,3,3,3,3,8,1,5,5,4,5,7,5,6,10,2,2,2,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,4,3,3,4,3,3,3,4,2,5,1,10,6,1,8,4,5,8,8,10,8,2,2,3,4,3,3,3,2,3,2,NA,2,7,1,2,2,3,2,3,2,2e+07,6,2,2,2,2,2,4,1,4,4,4,4,5,3,4,3,5,4,4,4,7,6,3,2,3,2,2,3,2,2,2,3,3,2,2,7,1240,1,1,1,1,1,1,1,3,840001,840001,8,5,840003,1,1,1970,36,2,3,7,3,840005,22,1,3,5,2,7,4,7,2,2,2,3,2,3,4,840051,8,1400,840008,NA,1240,1.790143,1.790143,2006,3,4,3,2,0.664445,1,0.508426,1,0.5,0.33,0.33,0.386667,1,0.66,1,0.833333,0.831111,1,1,1,1,1,1,0.33,0.33,0.66,0.44,1,1,0,1,0.666667,1,0.5,0.66,0.33,0.496667,1,0.444444,0.333333,0.333333,0.37037,1,1,0,0.5,0.5,1,2,8400600536,1.433261,2.149892,84005212006,8405,8402006,2
"537",5,"USA","USA",2,1,840,840,1202,1,1,3,3,2,2,1,2,1,2,1,2,1,1,2,1,2,2,10,2,1,0,2,2,1,0,2,1,0,NA,1,2,1,1,2,2,1,2,2,2,3,1,7,5,1,3,3,2,2,3,4,1,1,2,2,2,3,3,3,2,2,3,1,9,2,1,1,2,2,4,1,1,2,NA,2,1,4,6,4,2,2,1,5,1,3,1,7,4,4,6,2,1,2,1,NA,1,1,1,NA,1,3,3,2,1,1,1,2,1,1,5,1,8,5,5,5,6,6,8,7,4,1,2,2,3,2,2,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,10,5,5,8,7,1,5,5,6,6,1,2,1,5,NA,NA,NA,NA,NA,3,NA,2,10,1,1,3,3,1,1,9,9e+07,3,1,1,1,1,2,10,1,2,2,2,4,1,1,1,1,5,5,3,7,8,8,1,1,1,1,1,1,1,2,2,3,3,1,1,6,1240,1,1,1,1,1,1,1,2,840002,840002,840001,5,840002,1,1,1969,37,2,3,5,2,840003,18,2,1,7,2,1,8,10,1,2,1,3,1,2,7,840054,7,1400,840002,NA,1240,0.860069,0.860069,2006,3,2,2,0,0.199333,0.915,0.512361,1,NA,0,0.33,0.24622,0.66,0.33,0,0.333333,0.221111,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,0.444444,0.222222,0.666667,0.444444,1,0.33,0,0.165,0.165,1,2,8400600537,0.688606,1.032909,84005212006,8405,8402006,2
"538",5,"USA","USA",2,1,840,840,880,1,1,1,3,1,1,2,2,1,1,2,2,2,2,1,1,1,2,8,2,1,2,0,0,0,0,0,0,0,1,1,2,1,2,1,2,1,2,2,2,3,1,10,6,1,3,1,2,1,1,1,1,1,2,2,3,3,3,3,2,1,3,3,5,2,4,3,1,1,4,1,3,1,1,1,5,1,1,1,3,1,1,2,5,5,1,4,7,6,5,4,2,3,3,NA,2,2,2,NA,2,4,4,1,1,1,1,1,2,2,5,2,6,6,5,5,5,6,5,5,4,1,2,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,6,5,3,2,1,3,NA,NA,NA,NA,NA,2,NA,2,10,1,1,3,3,2,1,0,100000020,4,1,1,1,1,1,10,2,1,1,4,4,5,5,5,5,5,5,5,5,5,1,1,1,2,2,1,3,3,2,2,1,1,1,1,5,1240,2,1,2,1,2,1,2,1,8,8,840001,840002,4,2,1,1973,33,2,2,5,2,840003,18,2,1,14,2,1,1,10,2,1,NA,3,2,4,6,840052,7,8001,840010,NA,1240,0.650052,0.650052,2006,2,0,1,1,0.429167,1,0.471111,1,0,0,0.33,0.11,1,0,0,0.5,0.166667,1,1,1,1,1,1,0,0.66,0.66,0.44,1,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,0.444444,0.444444,0.444444,0.444444,1,0,0,0,0,1,2,8400600538,0.520458,0.780687,84005212006,8405,8402006,2
"539",5,"USA","USA",2,2,840,840,1024,1,2,3,4,2,2,2,2,1,2,1,2,1,2,2,1,2,1,7,1,1,0,0,1,0,0,1,2,0,NA,1,2,2,2,1,2,1,2,2,1,2,1,7,4,1,2,3,2,3,2,4,1,1,2,2,2,3,3,3,2,2,4,3,4,1,2,3,4,1,4,1,2,2,2,1,4,3,5,4,3,4,2,4,4,2,2,3,3,8,10,4,1,1,3,NA,2,1,2,NA,2,3,3,2,1,2,2,3,2,2,5,1,5,3,5,5,10,5,7,5,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,10,10,1,5,5,10,5,6,10,6,3,2,1,4,2,1,2,1,1,2,NA,2,10,1,3,1,2,3,2,2,2e+07,2,NA,2,2,2,2,5,1,1,4,2,4,3,3,3,3,1,1,1,3,3,1,1,2,2,1,1,1,2,2,2,2,2,2,1,4,1240,2,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,2,1,1973,33,2,2,5,2,840003,18,2,1,3,1,5,5,5,1,1,NA,3,2,3,6,840049,3,1400,840004,NA,1240,1.12009,1.12009,2006,3,1,2,NA,0.590624,0.915,0.294769,1,0.5,0.33,0.33,0.386667,1,0.33,NA,0.166667,0.31583,0.66,1,1,1,1,1,0.66,0.66,0.66,0.66,1,1,0,0,0.333333,1,0.5,0.66,0.66,0.606667,1,0,0,0.222222,0.074074,1,0.33,0,0.165,0.165,1,2,8400600539,0.896789,1.345184,84005212006,8405,8402006,2
"540",5,"USA","USA",2,2,840,840,40,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,7,1,2,0,0,1,0,0,0,0,0,NA,1,1,1,1,1,2,1,2,1,1,1,1,8,8,2,3,2,2,1,2,2,3,2,2,2,2,2,3,2,1,1,1,1,5,1,2,3,2,1,4,1,3,2,2,1,2,6,1,5,2,2,2,2,5,5,1,9,9,3,3,1,1,2,3,NA,1,2,2,NA,2,4,4,2,4,4,4,3,3,2,5,1,3,4,1,1,3,7,7,10,4,1,2,1,2,2,3,1,1,2,2,2,2,2,4,3,3,3,3,4,2,2,4,3,1,2,3,1,4,2,10,3,1,5,4,8,7,4,10,3,2,2,1,3,3,1,1,1,3,3,NA,2,10,3,1,3,3,3,2,2,2e+07,2,1,1,1,1,1,10,1,2,5,1,5,1,2,2,2,8,3,10,10,8,8,2,1,2,1,1,2,2,2,2,1,1,1,1,4,1240,1,1,1,1,1,1,1,2,840002,840002,8,840001,840002,1,1,1969,37,2,3,6,3,840004,19,1,1,14,2,4,1,9,2,1,NA,14,2,4,4,840046,3,1400,840006,NA,1240,0.900072,0.900072,2006,3,1,2,0,0.360556,1,0.521898,1,0.5,0,0,0.166667,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0,0.33,0.33,0.22,1,1,0,1,0.666667,1,0,0.33,0.66,0.33,1,0.777778,1,1,0.925926,1,0.33,0,0.165,0.165,1,2,8400600540,0.720634,1.080951,84005212006,8405,8402006,2
"541",5,"USA","USA",2,1,840,840,948,1,2,4,3,1,1,2,1,1,2,2,2,1,2,2,1,1,1,6,2,1,0,0,0,0,0,0,0,0,NA,1,2,2,1,1,1,2,1,1,2,3,1,7,4,1,2,3,3,3,3,3,4,2,1,2,2,3,3,4,1,2,3,1,3,4,3,4,3,4,1,2,2,3,2,1,2,3,3,4,1,1,2,1,1,3,2,4,7,3,10,2,3,3,1,1,2,2,2,NA,2,3,2,1,1,2,1,2,1,1,6,2,5,6,3,5,6,6,6,5,4,1,2,2,3,3,4,2,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,3,2,1,4,NA,NA,NA,NA,NA,1,5,2,5,2,3,3,2,3,2,0,100000020,4,1,1,2,1,2,6,1,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,1,1,2,1,3,3,2,NA,2,2,2,2,6,1240,1,1,2,1,1,2,1,3,8,8,840002,840001,840003,1,2,1971,35,2,3,4,2,840002,36,2,5,NA,NA,NA,NA,NA,NA,1,NA,9,4,3,4,840043,8,1250,840008,NA,1240,3.7503,3.7503,2006,5,2,2,NA,0.388334,1,0.560556,1,0.5,0,0,0.166667,1,0,0,0.5,0.166667,1,1,1,1,1,1,0.66,0,0,0.22,1,1,0,0,0.333333,1,1,0.66,0.66,0.773333,1,0.555556,0.555556,0.555556,0.555556,1,0.66,0.5,0.58,0.58,1,2,8400600541,3.002642,4.503963,84005212006,8405,8402006,2
"542",5,"USA","USA",2,1,840,840,782,1,2,3,2,4,2,2,1,1,2,1,2,2,2,2,1,1,1,9,2,2,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,2,2,2,2,2,3,1,9,4,1,2,5,1,1,1,2,6,1,2,2,1,1,4,4,1,1,3,3,10,2,1,1,NA,4,1,1,2,2,1,1,6,6,1,6,6,6,6,6,6,1,2,5,5,8,9,2,1,2,1,NA,1,2,2,NA,2,4,4,1,2,1,2,1,2,1,6,1,10,5,10,6,5,5,10,5,3,1,2,2,4,2,2,1,1,4,4,4,1,3,2,2,3,3,4,3,4,4,4,3,3,4,1,1,1,1,9,1,10,1,1,10,5,9,10,8,2,2,5,4,NA,NA,NA,NA,NA,3,NA,2,10,1,1,1,1,1,3,9,9e+07,1,1,1,1,1,2,9,1,1,4,1,4,1,1,1,1,1,1,1,5,10,5,1,1,4,2,1,4,NA,2,2,1,1,1,1,NA,1240,2,2,2,2,2,1,2,3,840001,840001,840002,840003,840001,1,2,1987,19,1,1,6,3,840004,18,1,8,NA,NA,NA,NA,NA,NA,2,1,4,NA,3,NA,840050,NA,1400,840003,NA,1240,0.740059,0.740059,2006,7,NA,NA,NA,0.0825,1,0.322287,0.915,0,0,0,0,1,0.33,0,0,0.11,1,0,0,0,0,1,0,0,0.66,0.22,1,1,0,0,0.333333,1,1,0,1,0.666667,1,0,0,0.444444,0.148148,1,NA,0,NA,0.141,0.66,2,8400600542,0.592521,0.888782,84005212006,8405,8402006,2
"543",5,"USA","USA",2,2,840,840,300,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,8,2,2,1,1,2,2,1,2,2,2,NA,1,2,2,2,1,2,1,2,2,2,1,2,8,8,2,1,2,3,2,3,1,1,1,1,1,2,3,2,2,2,1,2,2,6,2,3,2,1,3,1,1,2,1,2,2,2,3,2,3,2,3,2,3,4,3,1,7,6,8,7,1,1,2,1,2,1,2,1,NA,1,2,3,2,2,1,2,1,2,3,8,1,8,9,8,8,6,9,9,8,2,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,8,8,9,8,9,8,7,9,8,9,8,8,1,2,1,3,2,1,2,1,2,2,NA,1,9,2,1,2,2,2,3,1,10100000,1,1,1,2,1,1,10,1,2,4,4,2,6,7,7,6,7,6,7,8,6,7,6,1,2,2,3,3,2,1,1,1,2,2,1,8,1240,1,2,1,1,1,2,1,2,840002,840002,840001,840002,840001,1,1,1984,22,1,1,4,2,840002,22,2,1,6,1,8,9,8,1,2,2,4,3,1,9,840056,6,1250,840010,NA,1240,2.130171,2.130171,2006,2,3,2,1,0.346667,1,0.570093,1,0.5,0,0.33,0.276667,1,0,0,0,0,1,1,1,1,1,1,0,0.33,0,0.11,1,1,0,1,0.666667,1,0,0.66,0.33,0.33,1,0.666667,0.666667,0.777778,0.703704,1,0.66,0.5,0.58,0.58,1,2,8400600543,1.705501,2.558251,84005212006,8405,8402006,2
