"","V1","V2","V2A","V3","happiness","health","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V27","religionmem","V30","V31","V32","V33","V34","V35","V37","V51","V52","V53","V54","V55","V56","V57","V64","V65","freedom","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V90A","V91","V92","V93","V94","V95","V96","V106","V107","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V135","V136","V137","V138","V140","V141","V144","V145","V146","V177","V178","V179","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V214","V215","V216","V218","V219","V220","V221","V222","V224","V226","income","V232","V233","V234","V236","V236A","V237","S024","S025","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","COW","wave"
"450",1,840,840,450,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,3,3,3,3,3,3,3,3,1,2,2,2,2,NA,2,9,9,10,1,1,1,1,1,2,2,2,2,2,2,1,3,3,3,2,1,6,1,2,2,3,3,NA,NA,1,1,1,1,1,1,1,3,3,3,3,3,3,10,2,2,3,2,2,2,2,2,3,3,4,3,2,3,1,1,1,1,1,1,1,1,10,1,1,9,2,1,3,3,2,1,9,9,1,3,4,1,2,1914,68,16,NA,4,NA,1,NA,NA,3,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.4715,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.333333,0.244,0.66,1,1,1,1,1,0.66,0.33,0.33,0.44,1,1,0,0,0.333333,1,NA,NA,NA,NA,0.66,0.222222,0,0.888889,0.37037,1,NA,NA,NA,NA,0.66,2,8400120450,0.299419,0.449129,84001211981,2,1
"451",1,840,840,451,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,2,1,1,1,NA,2,3,7,9,2,2,1,1,1,1,1,1,1,1,1,1,4,3,6,0,2,3,2,2,2,3,1,NA,NA,2,1,3,1,3,1,1,3,1,1,1,2,1,5,2,1,3,2,3,3,3,4,3,2,1,3,2,2,1,1,1,1,1,1,1,1,10,1,1,4,1,1,1,5,1,10,10,10,3,1,3,2,1,1930,52,21,2,1,NA,1,NA,1,9,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,1,0.434273,0.83,NA,0.83,1,0.33,NA,0.68776,0.66,NA,0,0.166667,0.166,0.66,1,0,0,0.333333,1,0.66,0.66,0.33,0.55,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0.444444,1,1,0.814815,1,NA,NA,NA,NA,0.66,2,8400120451,0.299419,0.449129,84001211981,2,1
"452",1,840,840,452,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,2,1,2,2,1,1,NA,2,6,8,8,1,2,2,2,1,1,1,1,2,1,2,1,2,3,1,3,1,3,2,2,2,3,3,NA,NA,NA,1,3,2,1,1,2,3,1,3,3,3,3,5,2,1,1,3,3,1,3,3,1,3,1,1,2,2,1,1,2,1,1,1,1,1,10,1,1,1,1,1,1,1,1,5,5,1,1,2,3,1,2,1953,29,17,NA,5,NA,2,NA,NA,9,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,1,0.202,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0,0.66,0.66,0.44,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0.444444,0.444444,0.296296,1,NA,NA,NA,NA,0.66,2,8400120452,0.299419,0.449129,84001211981,2,1
"453",1,840,840,453,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,NA,2,10,8,10,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,3,1,3,2,2,2,2,1,NA,NA,2,1,1,1,1,1,1,2,2,NA,2,3,3,1,2,2,2,3,2,2,3,2,2,2,1,3,2,NA,1,1,1,1,1,1,1,1,10,1,1,10,5,5,1,1,1,1,1,1,1,1,NA,1,2,1953,29,17,NA,1,NA,1,NA,NA,7,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.472889,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,NA,NA,0.66,1,1,0,0.666667,1,0.33,0.66,0.66,0.55,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400120453,0.299419,0.449129,84001211981,2,1
"454",1,840,840,454,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,3,3,1,3,3,3,2,2,2,2,1,2,NA,2,8,10,10,1,2,1,2,2,2,2,1,1,1,2,NA,2,1,1,5,1,2,1,2,2,3,3,NA,NA,1,1,3,2,1,1,3,3,1,2,3,3,3,5,3,1,3,1,3,3,3,3,1,3,1,3,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,7,1,1,1,NA,1,1,1960,22,21,NA,1,NA,1,NA,1,10,2,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.1825,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0,0.088,0.66,0,0,0,0,1,0.66,0.66,0,0.44,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0,0.666667,0.222222,1,NA,NA,NA,NA,0.66,2,8400120454,0.299419,0.449129,84001211981,2,1
"455",1,840,840,455,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,3,3,3,3,3,3,3,1,2,2,1,1,NA,2,7,6,8,1,1,2,2,1,2,2,1,2,2,2,2,1,3,4,6,1,4,1,2,1,1,3,NA,NA,2,3,3,3,1,1,3,2,1,2,2,3,3,3,2,1,1,2,3,2,2,2,2,1,1,3,2,7,1,1,1,1,1,1,1,1,10,1,2,2,3,3,2,7,2,7,9,2,9,2,NA,1,2,1936,46,16,NA,1,NA,1,NA,NA,5,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.4945,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,1,0.556,0.66,1,1,1,1,1,0,0.33,0.33,0.22,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0.666667,0.666667,0.888889,0.740741,1,NA,NA,NA,NA,0.66,2,8400120455,0.299419,0.449129,84001211981,2,1
"456",1,840,840,456,3,4,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,3,3,3,3,3,3,3,2,2,2,2,2,NA,2,6,6,6,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,6,1,NA,1,2,2,NA,2,NA,NA,1,1,3,2,1,2,3,3,NA,NA,NA,NA,NA,NA,2,1,1,4,4,2,1,3,2,3,1,1,2,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,4,4,6,NA,1,1,2,1,1,1917,65,13,NA,4,NA,1,NA,NA,6,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.175333,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0,0,1,0.333333,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0.333333,0.555556,0.296296,1,NA,NA,NA,NA,0.66,2,8400120456,0.299419,0.449129,84001211981,2,1
"457",1,840,840,457,1,2,1,NA,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,1,2,1,1,2,NA,2,7,10,9,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,3,1,3,1,1,NA,3,NA,NA,NA,1,2,1,1,1,1,1,2,2,NA,3,3,3,3,2,2,1,3,1,1,1,1,1,1,4,3,2,2,1,1,1,1,1,1,1,1,10,1,1,5,1,1,1,1,1,6,5,5,1,2,3,2,2,1938,44,17,NA,5,NA,2,NA,2,9,2,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.261023,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,0.166667,0.166,0.66,1,0,0,0.333333,1,0,0,0.66,0.22,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.555556,0.444444,0.333333,1,NA,NA,NA,NA,0.66,2,8400120457,0.299419,0.449129,84001211981,2,1
"458",1,840,840,458,2,3,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,2,1,2,2,1,1,NA,2,8,8,9,2,1,1,1,1,1,1,1,1,1,1,1,4,1,5,6,1,5,1,1,2,3,3,NA,NA,1,1,3,2,1,1,3,4,3,3,2,3,3,9,2,1,1,1,3,3,1,1,1,2,1,3,2,2,1,1,1,1,2,2,1,2,10,1,1,1,1,1,1,1,1,1,3,2,1,5,5,1,1,1920,62,12,NA,4,NA,1,NA,NA,3,1,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.092,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0,0,0,0,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0.222222,0.074074,1,NA,NA,NA,NA,0.66,2,8400120458,0.299419,0.449129,84001211981,2,1
"459",1,840,840,459,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,3,2,3,3,3,3,2,2,2,2,1,2,NA,2,10,9,9,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,5,1,3,1,1,2,3,3,NA,NA,NA,1,3,1,1,1,1,3,1,3,1,3,3,9,3,1,1,1,2,1,1,1,1,4,1,3,2,1,1,1,1,1,2,2,1,1,10,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,1,1943,39,19,NA,1,NA,1,NA,NA,10,2,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.0725,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0,0.088,0.66,0,0,0,0,1,0,0,0,0,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400120459,0.299419,0.449129,84001211981,2,1
"460",1,840,840,460,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,2,1,2,2,1,1,NA,2,5,7,8,1,1,2,2,2,2,2,2,2,1,1,1,1,1,3,3,1,2,2,2,1,1,2,NA,NA,2,1,3,1,1,1,3,2,1,2,2,2,3,8,2,2,1,3,2,2,1,3,2,3,2,3,2,6,1,1,1,1,1,1,1,1,10,1,1,1,6,4,1,1,1,4,6,4,1,1,2,2,2,1949,33,20,1,1,NA,1,NA,3,9,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.339023,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,0.833333,0.478,0.66,0,1,0,0.333333,1,0,0,0.66,0.22,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.333333,0.555556,0.296296,1,NA,NA,NA,NA,0.66,2,8400120460,0.299419,0.449129,84001211981,2,1
"461",1,840,840,461,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,2,2,2,NA,2,1,4,4,1,2,2,2,2,2,2,1,2,1,2,1,2,1,6,0,2,1,2,2,1,1,1,NA,NA,1,1,1,1,1,1,2,4,1,NA,1,NA,3,5,NA,3,2,4,3,2,3,3,3,3,3,3,2,6,2,1,2,2,1,2,1,1,4,2,3,2,6,2,2,3,10,10,9,5,1,2,NA,2,1,1964,18,17,1,7,NA,2,NA,NA,8,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,1,0.722273,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,1,0.833333,0.901,0.66,1,1,1,1,1,0.33,0.66,1,0.663333,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0.222222,1,0.888889,0.703704,1,NA,NA,NA,NA,0.66,2,8400120461,0.299419,0.449129,84001211981,2,1
"462",1,840,840,462,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,3,2,2,3,3,3,2,1,2,2,1,1,NA,2,10,10,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,4,1,4,2,2,2,1,1,NA,NA,1,1,3,1,1,1,1,2,1,2,2,3,3,6,2,2,3,3,3,3,3,3,3,3,NA,3,2,2,1,1,1,1,1,1,1,1,10,1,1,1,5,1,1,NA,5,8,8,6,6,1,2,1,2,1915,67,21,2,2,NA,1,NA,3,7,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.340333,0.83,NA,0.745,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,1,0,0.333333,1,0.66,0.66,0.66,0.66,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,NA,0.777778,0.777778,0.687,0.66,NA,NA,NA,NA,0.66,2,8400120462,0.299419,0.449129,84001211981,2,1
"463",1,840,840,463,1,4,1,1,1,2,2,1,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,2,1,2,2,1,1,NA,2,5,10,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,2,1,2,3,1,NA,NA,NA,1,3,3,3,1,3,4,1,2,2,3,2,10,2,1,1,3,2,1,2,2,2,3,1,3,2,6,1,1,1,1,NA,NA,1,1,10,1,1,1,1,1,1,1,1,1,4,1,1,3,2,1,1,1912,70,13,NA,4,NA,1,NA,NA,4,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.34325,0.83,NA,0.83,1,0,NA,0.565,0.66,NA,0,0.833333,0.478,0.66,0,0,0,0,1,0,0.33,0.66,0.33,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0.333333,0.111111,1,NA,NA,NA,NA,0.66,2,8400120463,0.299419,0.449129,84001211981,2,1
"464",1,840,840,464,1,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,2,2,1,2,NA,2,4,10,9,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,6,1,4,1,1,2,3,3,NA,NA,NA,3,3,1,1,1,1,2,2,3,2,3,3,10,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,2,1908,74,15,NA,4,NA,2,NA,2,8,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,1,0.0725,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0,0.088,0.66,0,0,0,0,1,0,0,0,0,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400120464,0.299419,0.449129,84001211981,2,1
"465",1,840,840,465,1,3,1,1,1,2,2,2,2,2,2,2,1,2,1,2,3,3,3,3,3,3,3,3,1,2,2,1,1,NA,2,9,10,10,1,2,1,2,1,2,2,2,2,2,2,1,2,1,5,3,1,2,1,1,2,1,3,NA,NA,NA,1,3,1,3,3,1,4,3,3,3,3,3,8,3,1,1,4,2,4,1,3,1,1,3,1,2,3,1,1,2,1,2,1,1,1,10,1,7,6,8,2,7,2,4,10,10,10,5,1,2,1,2,1929,53,16,NA,1,NA,1,NA,NA,8,1,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.535583,0.83,NA,0.83,1,0,NA,0.565,0.66,NA,0,0.333333,0.244,0.66,1,1,1,1,1,0,0,1,0.333333,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0.111111,1,1,0.703704,1,NA,NA,NA,NA,0.66,2,8400120465,0.299419,0.449129,84001211981,2,1
"466",1,840,840,466,2,2,1,NA,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,NA,2,6,6,6,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,3,1,3,1,1,2,3,3,NA,NA,2,1,2,2,1,1,3,1,1,1,1,3,3,5,2,1,3,4,3,2,2,3,3,3,1,1,2,3,1,1,1,1,2,2,1,1,9,1,1,1,1,1,1,1,1,5,5,1,1,2,3,2,2,1937,45,14,NA,1,NA,2,NA,1,10,1,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.308023,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,0.333333,0.244,0.66,0,0,0,0,1,0.66,0.33,1,0.663333,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.444444,0.444444,0.296296,1,NA,NA,NA,NA,0.66,2,8400120466,0.299419,0.449129,84001211981,2,1
"467",1,840,840,467,2,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,NA,2,7,7,5,2,2,2,2,1,2,2,1,2,1,2,2,2,1,6,0,2,3,2,2,2,1,1,NA,NA,2,1,1,1,1,1,1,3,2,2,2,2,2,5,2,2,2,3,3,2,2,3,2,3,1,3,2,3,1,1,2,1,2,2,1,1,8,1,1,3,1,3,3,5,5,8,8,5,5,2,5,2,2,1961,21,21,1,6,NA,2,NA,2,10,2,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.418857,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,0.333333,0.244,0.66,1,0,1,0.666667,1,0.33,0.33,0.66,0.44,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0.444444,0.777778,0.777778,0.666667,1,NA,NA,NA,NA,0.66,2,8400120467,0.299419,0.449129,84001211981,2,1
"468",1,840,840,468,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,3,3,2,3,3,3,3,3,2,2,2,2,2,NA,2,3,8,4,1,2,2,2,1,2,2,2,2,2,2,1,4,2,1,0,2,2,1,2,2,3,3,NA,NA,1,1,3,3,2,1,1,NA,NA,3,2,3,3,4,3,1,2,3,2,2,3,4,4,4,4,3,2,5,2,1,NA,1,1,1,1,1,10,1,1,1,2,1,1,1,1,3,8,1,1,4,2,2,1,1940,42,15,NA,1,NA,1,NA,NA,7,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.553148,0.83,NA,0.83,0.5,0.33,NA,0.50626,0.66,NA,1,0.666667,0.823,0.66,0,1,0,0.333333,1,0.33,0.66,0.66,0.55,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.222222,0.777778,0.333333,1,NA,NA,NA,NA,0.66,2,8400120468,0.299419,0.449129,84001211981,2,1
"469",1,840,840,469,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,2,2,2,2,1,2,NA,2,1,10,5,1,2,1,2,1,2,1,2,2,2,2,1,1,1,6,0,2,2,2,2,2,NA,1,NA,NA,2,1,3,2,1,1,2,4,2,3,3,3,3,NA,2,2,3,3,3,3,3,3,3,3,2,3,2,3,2,1,1,1,1,1,1,1,10,1,1,1,1,5,1,1,1,1,5,5,1,2,1,2,2,1964,18,16,1,2,NA,1,NA,3,6,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.41294,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,1,0.333333,0.667,0.66,0,0,0,0,1,0.66,0.66,0.66,0.66,1,1,1,0,0.666667,1,NA,NA,NA,NA,0.66,0,0,0.444444,0.148148,1,NA,NA,NA,NA,0.66,2,8400120469,0.299419,0.449129,84001211981,2,1
"470",1,840,840,470,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,2,2,2,2,2,2,NA,2,5,5,5,1,2,1,2,2,2,2,1,2,1,2,1,2,1,1,2,1,3,1,2,2,2,1,NA,NA,2,1,3,3,1,1,3,2,2,3,3,3,3,10,2,1,1,1,2,2,2,2,NA,2,3,1,2,4,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,5,1,1,5,1,1,2,1,1,2,1912,70,13,NA,2,NA,1,NA,NA,9,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.1585,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.5,0.322,0.66,0,0,0,0,1,0,0.33,0,0.11,1,1,0,0,0.333333,1,NA,NA,NA,NA,0.66,0.444444,0,0.444444,0.296296,1,NA,NA,NA,NA,0.66,2,8400120470,0.299419,0.449129,84001211981,2,1
"471",1,840,840,471,3,3,2,1,1,2,1,1,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,2,1,2,2,2,2,NA,2,1,2,4,2,2,2,2,2,2,2,1,2,1,2,1,4,3,4,3,1,3,1,1,2,1,3,NA,NA,1,3,3,1,3,1,3,4,3,3,3,3,3,7,1,3,3,3,3,3,3,3,3,3,2,3,2,NA,1,1,1,1,1,1,2,1,10,NA,1,1,3,1,4,1,9,3,1,1,1,3,3,3,1,1942,40,21,1,4,NA,2,NA,3,8,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.712396,0.83,NA,0.83,1,0.66,NA,0.81052,0.66,NA,0,NA,NA,0.66,0,1,1,0.666667,1,0.66,0.66,0.66,0.66,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.222222,0,0.074074,1,NA,NA,NA,NA,0.66,2,8400120471,0.299419,0.449129,84001211981,2,1
"472",1,840,840,472,2,2,NA,2,1,2,1,2,2,1,2,2,1,2,2,1,2,3,3,3,3,3,3,3,2,2,2,2,2,NA,2,5,6,3,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,3,1,5,1,2,2,3,3,NA,NA,NA,1,1,1,1,1,1,3,1,2,3,3,3,5,3,1,1,1,2,2,1,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,4,1,1,3,6,1,1,1,3,1,2,1939,43,20,NA,NA,NA,2,NA,NA,10,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.175333,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,1,0.333333,1,0,0,0,0,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.222222,0.555556,0.259259,1,NA,NA,NA,NA,0.66,2,8400120472,0.299419,0.449129,84001211981,2,1
"473",1,840,840,473,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,NA,1,5,3,9,2,1,1,1,1,2,2,1,2,2,2,2,1,3,6,0,2,2,2,2,2,3,3,NA,NA,NA,1,3,1,1,1,3,4,3,3,3,3,3,6,2,2,1,3,2,2,2,3,3,3,2,3,1,3,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,3,6,1,1,1,5,1,2,1930,52,18,2,1,NA,1,NA,2,10,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.194,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.333333,0.244,0.66,0,0,0,0,1,0,0.33,0.66,0.33,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.222222,0.555556,0.259259,1,NA,NA,NA,NA,0.66,2,8400120473,0.299419,0.449129,84001211981,2,1
"474",1,840,840,474,1,4,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,3,3,2,3,3,3,3,2,2,2,2,2,NA,2,10,10,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,2,2,NA,3,NA,NA,1,3,3,1,1,1,NA,2,1,1,2,3,3,6,3,1,1,1,2,2,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1917,65,12,NA,4,NA,1,NA,2,NA,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.1275,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0,0.088,0.66,0,0,0,0,1,0,0.66,0,0.22,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400120474,0.299419,0.449129,84001211981,2,1
"475",1,840,840,475,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,3,3,3,3,2,1,2,2,1,1,NA,2,6,8,9,1,2,2,2,1,1,2,1,2,1,1,1,2,1,6,0,2,3,1,2,2,3,2,NA,NA,2,2,2,2,1,1,3,2,1,2,2,3,3,4,2,1,4,3,4,3,3,3,4,3,1,3,2,1,1,1,1,1,1,1,1,1,10,1,10,7,5,1,1,1,1,1,7,1,1,1,2,2,2,1954,28,21,1,1,NA,1,NA,1,9,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.46319,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,0,0.088,0.66,1,1,0,0.666667,1,1,0.66,0.66,0.773333,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0,0.666667,0.222222,1,NA,NA,NA,NA,0.66,2,8400120475,0.299419,0.449129,84001211981,2,1
"476",1,840,840,476,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,2,2,2,2,2,2,NA,2,10,7,10,1,2,1,2,2,2,2,2,2,2,2,2,1,3,1,2,1,NA,1,2,NA,NA,3,NA,NA,1,1,3,3,1,1,3,1,1,2,2,3,3,7,2,2,2,2,2,2,1,2,2,2,1,1,2,3,1,1,NA,1,1,1,1,1,10,1,1,1,2,1,1,1,1,1,4,1,1,1,2,2,1,1916,66,21,NA,4,NA,1,NA,NA,10,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,1,0.280523,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,0.333333,0.244,0.66,0,1,0,0.333333,1,0.33,0,0.33,0.22,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0,0.333333,0.111111,1,NA,NA,NA,NA,0.66,2,8400120476,0.299419,0.449129,84001211981,2,1
"477",1,840,840,477,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,3,3,3,3,3,3,2,2,2,2,1,1,1,NA,2,8,10,9,1,2,1,2,1,2,2,1,2,2,2,2,1,3,1,3,1,3,1,2,1,1,1,NA,NA,1,1,1,2,1,1,3,4,1,3,3,3,3,7,2,1,1,2,3,3,2,3,3,3,2,3,2,2,1,1,1,2,2,1,1,1,10,1,1,1,1,1,4,1,1,1,7,4,1,3,NA,2,2,1952,30,18,NA,7,NA,2,NA,NA,8,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,0,0.261023,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,0.166667,0.166,0.66,0,0,1,0.333333,1,0,0.33,0.33,0.22,1,1,0,0,0.333333,1,NA,NA,NA,NA,0.66,0,0,0.666667,0.222222,1,NA,NA,NA,NA,0.66,2,8400120477,0.299419,0.449129,84001211981,2,1
