"","V1","V2","B_COUNTRY_ALPHA","COW","C_COW_ALPHA","V2A","V2B","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56_01","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149_07","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179G","v179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V210_local","V211","V212","V213","V214","V215","V216","v216R2","v216R","V217","V217R","V217CS","V218","V219","V220","V221","V222","V225","V226","V227","V227CS","V228","V229","V230","V231","V232","V233","V234","N_REGION_ISO","V235","V237A","V237B","V237C","V237D","V238","V236","S018","V236A","Y001","Y002","Y003","SACSECVAL","SACSECWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","wave"
"977",3,840,"USA",2,"USA",840,1,977,1,1,2,3,4,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,NA,2,1,1,1,2,2,NA,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,10,10,1,1,2,1,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,5,3,2,1,2,2,2,2,3,1,NA,1,1,1,NA,1,3,3,1,4,1,2,1,3,2,1,1,2,4,2,3,3,3,3,NA,2,1,2,10,10,6,6,1,1,1,3,1,1,3,1,1,1,3,3,3,3,3,3,NA,4,NA,NA,1,1,1,2,1,4,1,NA,2,NA,NA,NA,NA,4,4,1,5,2,2,2,2,1,1,3,2,1,1,2,2,2e+07,1,2,1,1,NA,1,NA,1,1,1,10,1,1,NA,1,1,1,1,1,1,7,1,1,5,1,1,1,NA,1102,1240,NA,NA,NA,NA,4,2,1936,59,3,5,4,2,840118,14,2,4,9,1,2,4,2,2,4,400,60,2,NA,840011,840005,NA,1240,1,1,1,1,1995,0.66528,0.648508,0.66528,1,1,0,0.143389,0.915,0.237639,0.915,0,0,0,0,0,0,0.166667,0.055556,NA,0,0,0.078,0,0.66,0.66,0.44,1,0,0,0.333333,0,0,NA,0.145,0,0,0.666667,0.222222,0,0.5,0.25,0.25,3
"978",3,840,"USA",2,"USA",840,1,978,1,1,1,3,1,1,1,3,1,1,1,2,2,1,2,1,2,1,2,2,1,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,7,7,5,2,2,3,2,3,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,3,3,1,2,2,1,2,2,2,1,1,1,3,2,1,3,1,2,1,4,1,1,3,1,1,1,1,3,1,2,2,3,3,5,2,7,1,10,1,1,10,3,2,2,4,3,2,2,2,2,1,2,3,3,3,2,2,1,3,3,3,5,5,5,4,1,4,2,2,1,2,2,2,2,1,3,1,6,2,2,2,3,1,1,1,3,3,1,2,0,100000020,2,7,2,1,1,1,2,2,2,2,5,2,3,4,4,1,1,10,5,5,10,10,10,5,1,1,1,NA,1103,1240,840001,840001,840002,5,2,2,1934,61,3,5,5,2,840119,20,2,5,5,1,3,4,5,5,3,405,55,2,NA,840011,840005,NA,1240,1,2,1,1,1995,0.88538,0.648508,0.88538,2,2,0,0.443334,1,0.334954,1,0,0,0.33,0.11,0,1,1,0.666667,1,1,0,0.666667,0.33,0.33,0.33,0.33,0,0,0,0,0,0,0.33,0.11,1,0.444444,1,0.814815,0.33,0.5,0.415,0.415,3
"979",3,840,"USA",2,"USA",840,1,979,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,4,2,2,1,3,3,3,1,3,3,1,3,1,2,3,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,10,10,10,1,3,1,1,4,5,4,3,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,6,4,1,2,2,2,1,3,3,1,1,3,3,3,3,1,2,4,2,3,1,1,3,1,1,1,1,1,2,2,2,3,3,1,2,1,1,10,5,1,10,1,1,2,3,1,1,3,3,3,3,2,3,3,3,1,1,1,1,NA,1,1,2,5,4,4,4,1,2,2,2,3,3,1,1,2,1,2,2,2,1,1,1,2,3,3,1,1,2,2,2e+07,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,5,10,10,1,5,3,1,1,NA,1102,1240,840002,840002,840003,5,4,1,1934,61,3,5,5,2,840119,15,2,1,3,1,4,4,7,7,4,700,90,1,8,840011,840004,NA,1240,1,1,1,1,1995,0.54023,0.648508,0.54023,5,3,NA,0.096389,1,0.563704,1,0,0,0,0,0,0,0.166667,0.055556,0,0,0,0,0,0.33,0.66,0.33,0,0,0,0,1,0.66,0.66,0.773333,0,0.444444,1,0.481481,1,1,1,1,3
"980",3,840,"USA",2,"USA",840,1,980,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,2,1,4,3,1,1,3,3,3,1,3,3,1,3,1,4,3,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,1,7,4,1,3,4,1,4,5,1,2,1,2,1,2,2,2,2,2,2,1,1,1,4,1,2,2,4,1,1,2,1,1,1,3,1,1,3,3,2,1,3,2,1,1,2,1,1,3,1,1,1,1,1,2,2,2,3,3,1,2,1,1,10,5,6,6,10,1,2,3,1,1,3,3,3,1,NA,2,NA,NA,1,1,1,1,3,1,3,5,5,4,4,4,1,2,2,2,3,3,1,1,3,1,2,2,2,1,1,2,2,3,3,1,1,2,1,10100000,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,5,NA,NA,1,5,3,1,1,NA,1102,1240,840002,840002,840003,840001,3,1,1946,48,2,4,5,2,840119,45,2,1,3,1,1,4,5,5,4,520,70,1,8,840011,840004,NA,1240,1,1,1,1,1995,0.97041,0.648508,0.97041,3,2,NA,0.107014,0.915,0.467528,0.915,0,0,0,0,0,0,0.166667,0.055556,0,0,0,0,0,NA,0.66,0.3725,0,1,0,0.333333,1,0.66,0.33,0.663333,0,0.444444,NA,0.293444,0.66,0.5,0.58,0.58,3
"981",3,840,"USA",2,"USA",840,1,981,1,2,2,3,4,3,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,3,1,2,1,3,3,3,2,1,3,1,1,2,3,4,NA,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,3,3,NA,8,8,8,2,2,1,4,3,3,1,4,1,2,2,2,2,1,2,2,2,2,2,1,2,3,1,3,NA,2,2,2,1,1,3,1,1,1,3,3,3,1,3,3,2,1,2,NA,1,1,1,3,1,1,3,1,2,2,2,2,2,2,3,2,6,6,6,8,8,6,NA,3,3,1,4,4,4,2,4,3,4,2,2,3,2,1,2,2,2,6,3,4,4,4,2,2,2,3,3,2,1,1,2,1,2,2,2,1,1,2,2,3,3,2,3,2,9,9e+07,1,4,1,1,NA,NA,2,2,2,1,5,2,2,1,1,1,1,10,5,4,2,2,7,5,1,2,1,NA,1105,1240,840002,840002,840003,5,3,1,1930,65,3,6,8,3,840122,21,2,4,7,NA,2,2,7,7,2,1150,95,1,6,840010,840010,NA,1240,1,1,1,1,1995,0.72031,0.648508,0.72031,3,2,1,0.4575,1,0.58412,1,1,0.33,1,0.776667,0.66,0,0.5,0.386667,0,0,0,0,0,1,1,0.666667,0,1,1,0.666667,1,0.66,0.66,0.773333,1,0.333333,0.111111,0.481481,0.33,0.5,0.415,0.415,3
"982",3,840,"USA",2,"USA",840,1,982,1,2,2,2,2,3,1,3,2,1,1,2,2,2,1,2,2,2,2,1,2,1,3,1,3,2,1,1,1,1,3,1,1,2,2,3,1,1,1,1,1,1,1,2,1,2,NA,2,2,2,1,2,2,2,2,1,2,3,2,3,7,8,6,2,2,3,2,4,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,NA,1,2,1,1,3,1,2,1,4,3,4,1,3,3,4,1,3,NA,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,6,6,6,5,7,8,6,1,2,3,2,2,3,3,1,2,1,3,3,2,3,1,1,3,3,4,8,9,3,4,4,1,1,2,3,3,4,2,1,2,1,2,1,1,1,1,NA,2,3,3,2,3,2,0,100000020,2,7,2,2,NA,1,2,2,NA,1,1,2,2,1,1,1,1,10,5,8,7,10,5,1,5,2,1,NA,1103,1240,840002,840002,840003,840002,3,2,1951,44,2,3,9,3,840123,20,2,1,4,2,1,4,10,10,3,1145,95,1,5,840010,840010,NA,1240,2,1,1,1,1995,1.14048,0.648508,1.14048,3,2,0,0.359167,1,0.724121,1,0,0.33,0.33,0.22,0.66,1,1,0.886667,0,0,0,0,0.33,0.33,0.33,0.33,0,1,1,0.666667,1,1,1,1,1,0.777778,0.666667,0.814815,0.33,0.5,0.415,0.415,3
"983",3,840,"USA",2,"USA",840,1,983,2,1,1,1,1,3,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,3,1,1,2,1,2,1,1,1,1,1,1,2,1,2,4,1,1,1,2,1,1,2,1,2,NA,1,2,2,1,1,2,2,2,1,2,3,2,3,8,9,10,3,2,2,3,3,3,4,3,1,1,2,2,2,1,1,2,2,1,2,1,4,2,1,2,2,1,2,2,NA,NA,2,3,2,2,3,3,3,4,1,4,2,2,3,NA,1,2,1,3,1,1,1,1,1,1,2,2,2,2,3,8,4,8,7,7,8,7,2,2,3,3,3,2,3,1,2,2,2,2,2,3,1,2,4,2,2,8,7,4,4,4,1,1,2,3,3,2,1,2,3,1,6,2,NA,1,1,NA,1,3,3,1,1,2,0,100000020,2,5,2,1,NA,1,2,2,NA,2,3,2,2,6,5,3,2,9,6,9,10,9,8,5,4,2,1,NA,1105,1240,840002,840002,840003,5,2,1,1948,47,2,4,9,3,840123,23,2,2,6,2,1,4,9,9,2,215,65,1,7,840010,840010,NA,1240,3,2,2,1,1995,1.39059,0.648508,1.39059,4,3,2,0.747222,1,0.799815,1,1,0.33,0.66,0.663333,0.66,1,0.666667,0.775556,1,1,1,1,0.66,0.33,0.66,0.55,1,1,1,1,1,0.66,0.66,0.773333,0.888889,0.888889,1,0.925926,1,0,0.5,0.5,3
"984",3,840,"USA",2,"USA",840,1,984,1,2,2,1,1,3,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,1,3,2,3,3,3,3,3,3,3,3,1,1,1,2,3,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,7,7,7,2,2,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,1,1,2,2,1,3,2,2,1,3,2,3,1,3,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,NA,3,2,2,6,4,3,7,7,6,6,1,3,3,2,3,3,3,2,2,1,2,3,2,3,1,1,2,2,3,8,7,4,4,4,1,2,2,3,3,3,2,2,2,1,2,2,2,1,1,2,2,3,3,2,2,2,2,2e+07,2,7,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,10,1,8,8,9,5,4,3,2,1,NA,1105,1240,840002,840002,NA,840001,3,2,1949,46,2,4,8,3,840122,21,2,5,3,2,1,3,7,7,3,445,75,1,6,840010,840010,NA,1240,2,2,2,1,1995,2.44104,0.648508,2.44104,4,3,2,0.386667,1,0.718797,1,0,0.33,0.33,0.22,0.66,1,1,0.886667,0,0,0,0,0.33,0.33,0.66,0.44,1,0,1,0.666667,0.5,0.66,0.66,0.606667,1,0.777778,0.777778,0.851852,1,0.5,0.75,0.75,3
"985",3,840,"USA",2,"USA",840,1,985,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,2,2,1,4,1,1,3,3,2,2,3,3,3,3,2,3,2,4,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,3,3,1,7,8,6,1,1,2,1,1,4,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,1,1,3,1,1,1,1,2,1,2,1,3,3,5,2,3,6,6,4,5,7,3,8,1,2,1,1,3,3,3,1,1,1,1,1,1,3,1,1,3,2,5,7,8,4,4,4,1,1,2,4,1,4,1,1,2,2,1,2,2,2,1,2,2,NA,3,2,1,2,1,10100000,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,5,1,5,5,5,5,4,3,1,1,NA,1103,1240,840002,840002,840002,840003,2,2,1919,76,3,6,5,2,840119,16,2,4,7,2,2,3,7,7,1,240,75,1,6,840010,840010,NA,1240,1,2,1,1,1995,0.99042,0.648508,0.99042,1,2,0,0.068889,1,0.319028,1,0,0,0,0,0,0,0.166667,0.055556,0,0,0,0,0,0,0.66,0.22,0,0,1,0.333333,1,0,0,0.333333,0.444444,0.444444,0.444444,0.444444,0.33,0,0.165,0.165,3
"986",3,840,"USA",2,"USA",840,1,986,1,1,1,3,3,4,2,2,1,3,1,2,2,1,1,2,2,2,1,1,2,3,NA,2,3,3,3,3,3,3,3,3,3,2,1,3,3,NA,1,1,2,2,2,NA,2,2,2,1,2,1,1,1,2,2,2,1,1,3,3,3,5,7,7,2,2,4,3,2,3,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,3,6,1,NA,NA,NA,NA,NA,1,3,2,2,2,NA,NA,NA,1,3,NA,NA,3,NA,NA,1,1,3,2,1,3,2,1,3,3,3,3,NA,2,3,1,5,8,1,10,6,NA,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,NA,3,3,3,2,2,2,NA,NA,NA,NA,1,3,1,99,NA,NA,NA,NA,2,2,NA,NA,3,3,NA,0,100000020,2,7,2,1,NA,1,NA,NA,NA,NA,3,2,1,5,4,1,1,NA,5,10,5,5,NA,1,3,2,1,NA,1103,1240,NA,NA,NA,NA,4,1,1963,32,2,2,5,2,840119,18,2,1,9,1,2,4,NA,NA,2,230,60,3,NA,840010,840006,NA,1240,2,1,2,1,1995,0.91039,0.648508,0.91039,NA,NA,NA,0.705834,1,0.602637,0.745,0.5,0.33,0.66,0.496667,1,1,1,1,1,1,0,0.666667,0.66,0.66,0.66,0.66,0,1,1,0.666667,1,NA,NA,NA,NA,1,0.444444,0.637111,NA,0.5,NA,0.4475,3
"987",3,840,"USA",2,"USA",840,1,987,1,1,1,2,1,3,3,2,2,3,2,1,2,1,2,1,2,1,2,1,2,3,4,1,3,1,3,3,1,3,1,1,1,2,1,2,3,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,2,3,3,3,6,7,6,2,1,2,3,3,4,1,4,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,0,2,1,2,2,2,2,3,2,2,2,3,3,3,1,3,2,4,1,2,1,1,1,1,3,1,3,2,1,1,1,2,3,3,2,5,4,5,7,6,3,7,6,1,2,3,3,3,3,4,3,2,4,4,4,3,3,NA,3,NA,3,3,2,NA,4,4,4,1,1,NA,3,2,3,2,3,4,1,2,2,2,2,1,2,2,3,1,2,2,2,0,100000020,2,7,2,1,NA,1,NA,NA,NA,NA,2,2,4,5,5,2,1,NA,NA,NA,7,NA,NA,1,2,3,1,NA,1103,1240,840002,840002,840003,5,3,2,1938,57,3,5,9,3,840123,34,2,1,2,2,4,2,10,10,3,310,60,1,6,840010,840006,NA,1240,2,1,1,1,1995,0.53523,0.648508,0.53523,4,3,2,0.719167,1,0.665733,0.915,1,0.66,0.66,0.773333,0.66,1,1,0.886667,1,1,0,0.666667,0.66,0.33,0.66,0.55,1,0,1,0.666667,1,0.66,0.66,0.773333,NA,NA,0.666667,NA,1,0.5,0.75,0.75,3
"988",3,840,"USA",2,"USA",840,1,988,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,3,3,3,3,3,3,3,3,2,NA,2,2,2,1,1,1,2,2,NA,1,2,NA,1,2,2,1,2,2,2,2,1,2,2,NA,1,5,6,8,1,1,1,1,3,4,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,5,3,4,1,1,2,2,NA,3,3,1,2,3,2,4,3,4,2,4,1,4,1,1,2,2,2,1,3,2,2,3,3,3,3,5,2,4,2,6,8,6,6,5,5,2,3,1,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,7,7,NA,2,2,2,2,2,1,3,3,3,1,NA,2,2,99,NA,NA,NA,1,2,NA,3,NA,3,1,1,1,10100000,1,2,1,1,1,1,1,1,1,1,10,1,1,3,1,1,1,5,1,1,1,7,5,3,1,1,5,5,1105,1240,NA,NA,NA,NA,2,2,1924,71,3,6,3,1,840117,14,2,5,13,1,2,3,6,6,4,150,65,1,6,840010,840006,NA,1240,1,1,1,1,1995,0.68029,0.648508,0.68029,3,3,NA,0.248889,1,0.467037,1,0.5,0,0,0.166667,0,0,0.166667,0.055556,1,0,0,0.333333,0.33,0.33,0.66,0.44,0,0,0,0,0.5,0.66,1,0.72,0.444444,0,0,0.148148,1,1,1,1,3
"989",3,840,"USA",2,"USA",840,1,989,1,1,1,4,1,1,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,1,2,2,2,3,3,NA,2,2,1,1,2,2,NA,1,1,1,2,2,1,2,1,2,2,2,2,2,2,NA,1,1,7,8,2,2,2,2,3,5,2,1,1,1,2,1,1,2,1,1,2,2,2,2,4,1,5,3,2,2,2,2,1,1,3,2,2,2,3,2,3,3,1,3,2,4,NA,2,2,3,2,1,1,1,3,NA,NA,NA,NA,NA,9,NA,10,10,10,5,1,5,10,3,2,2,1,2,3,2,2,1,3,2,3,3,3,3,NA,NA,NA,3,5,5,9,NA,NA,NA,1,NA,1,2,NA,2,2,1,4,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2e+07,2,3,2,1,NA,1,1,1,1,2,10,1,3,3,1,1,3,3,1,2,8,NA,1,1,2,1,1,NA,1102,1240,840002,840002,840003,840001,3,1,1949,46,2,4,3,1,840117,NA,2,7,8,1,4,4,NA,NA,4,730,60,2,NA,840011,840010,NA,1240,1,1,1,2,1995,0.61026,0.648508,0.61026,NA,2,1,0.442778,1,0.577176,1,0,0,0.33,0.11,0,1,0.333333,0.444444,1,0,1,0.666667,0.33,0.66,0.66,0.55,1,0,1,0.666667,0.5,0.66,0.66,0.606667,0.222222,0.111111,0.777778,0.37037,0.33,1,0.665,0.665,3
"990",3,840,"USA",2,"USA",840,1,990,1,2,1,1,4,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,NA,3,2,1,2,1,2,1,2,2,1,2,3,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,3,3,1,8,8,8,2,2,3,3,3,5,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,3,4,1,2,2,2,2,3,3,2,2,3,3,3,2,3,3,2,4,1,2,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,8,NA,10,10,10,2,10,10,10,10,2,2,1,2,2,2,3,2,2,1,1,1,3,4,4,3,NA,4,5,5,6,2,2,3,1,2,2,3,2,2,2,1,2,1,6,2,2,2,2,1,1,2,2,1,1,1,1,10100000,1,2,1,1,1,1,1,1,1,1,10,1,5,5,2,1,1,1,1,1,1,1,1,3,1,2,1,NA,1101,1270,840001,840001,840002,5,3,1,1930,65,3,6,4,2,840118,NA,2,4,8,1,1,2,4,4,3,240,68,3,NA,840004,840010,NA,1240,1,1,1,1,1995,0.53023,0.648508,0.53023,2,2,0,0.387223,1,0.380417,1,0.5,0.33,0.66,0.496667,0,0,0.166667,0.055556,1,1,0,0.666667,0.33,0.33,0.33,0.33,1,0,0,0.333333,1,0.66,0.66,0.773333,0,0,0,0,0.33,0.5,0.415,0.415,3
"991",3,840,"USA",2,"USA",840,1,991,1,1,1,3,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,4,2,1,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,1,1,1,2,2,NA,NA,2,NA,1,2,1,2,1,2,2,2,1,2,1,NA,NA,4,5,5,2,2,4,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,NA,2,NA,2,1,NA,1,2,2,NA,2,1,2,3,4,1,4,1,1,1,2,2,1,3,3,3,3,3,3,3,NA,2,6,5,5,6,5,6,6,5,NA,2,1,2,2,2,2,NA,2,2,3,NA,NA,2,2,3,NA,NA,7,5,5,NA,NA,3,2,2,1,NA,NA,NA,1,1,3,NA,6,2,2,2,1,2,2,3,3,2,1,1,5,5e+07,1,4,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,NA,1,1,3,2,4,5,1105,9000,NA,NA,NA,5,NA,1,1956,39,2,3,5,2,840119,18,2,1,8,1,2,4,4,4,1,320,65,2,NA,840007,840006,NA,1240,2,2,2,2,1995,0.52522,0.648508,0.52522,1,2,NA,0.220834,1,0.09625,1,0.5,0.33,0.33,0.386667,0,0,0.5,0.166667,0,0,0,0,0.33,0.33,0.33,0.33,0,0,0,0,0,0.33,0.33,0.22,0,0,0,0,0.33,0,0.165,0.165,3
"992",3,840,"USA",2,"USA",840,1,992,2,2,1,3,3,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,3,4,2,1,1,2,3,1,1,1,1,1,1,2,2,3,3,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,9,10,6,2,3,2,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,NA,2,2,2,1,2,NA,2,2,3,3,3,1,1,2,1,4,1,3,3,1,1,1,1,2,2,2,2,3,3,6,2,9,1,10,1,1,9,7,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,4,1,4,2,4,1,2,1,2,3,3,2,2,3,1,4,NA,NA,NA,1,1,1,1,2,3,1,1,9,9e+07,1,2,1,1,1,1,1,1,1,1,9,1,2,2,2,2,2,2,2,4,6,5,5,2,3,1,1,NA,1105,1240,840001,840001,840003,840002,3,1,1942,53,3,4,9,3,840123,25,2,4,3,1,1,2,9,9,3,250,25,1,7,840010,840005,NA,1240,1,1,1,2,1995,0.74532,0.648508,0.74532,2,2,1,0.456389,1,0.540417,1,0,0,0.33,0.11,0,0,0.166667,0.055556,1,1,1,1,0.66,0.66,0.66,0.66,1,0,1,0.666667,0.5,0.33,0.66,0.496667,0.111111,0.333333,0.555556,0.333333,0.33,1,0.665,0.665,3
"993",3,840,"USA",2,"USA",840,1,993,1,1,2,2,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,3,1,9,9,8,2,2,4,2,2,2,4,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,5,0,3,2,2,2,2,NA,2,1,2,2,2,3,3,3,1,1,3,1,4,2,2,2,1,2,1,1,1,1,1,2,NA,NA,7,2,5,1,10,2,2,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,9,6,4,4,2,4,3,2,1,3,3,3,2,2,2,1,1,2,2,2,1,1,1,1,1,3,1,1,2,2e+07,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,5,5,5,1,3,1,1,1,NA,1105,1240,840001,840001,840003,840002,NA,2,1924,71,3,6,9,3,840123,23,2,4,3,1,NA,1,NA,NA,4,200,30,1,7,840010,840005,NA,1240,2,1,1,2,1995,0.63527,0.648508,0.63527,1,1,0,0.165556,1,0.448241,1,0.5,0,0.33,0.276667,0,0,0.166667,0.055556,0,0,0,0,0.33,0.33,0.33,0.33,1,1,0,0.666667,0,0.33,0.66,0.33,0,0.444444,0.444444,0.296296,0,1,0.5,0.5,3
"994",3,840,"USA",2,"USA",840,1,994,1,2,2,2,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,1,3,2,3,2,3,2,2,2,2,2,3,3,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,3,3,1,8,9,8,2,2,3,2,2,1,1,4,1,2,1,2,2,1,2,1,1,1,1,1,1,1,5,3,3,1,2,2,2,2,2,3,1,2,3,2,4,3,1,2,1,4,1,2,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,5,2,8,3,9,4,3,8,7,4,1,1,2,3,2,2,2,3,2,2,3,3,3,2,3,3,3,3,6,3,1,4,2,4,2,1,1,3,2,3,2,2,3,1,3,2,2,2,1,1,1,1,2,3,2,1,2,2e+07,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,4,4,4,1,2,1,1,NA,1103,1240,840001,840001,840003,840002,3,2,1923,72,3,6,5,2,840119,NA,2,5,13,1,3,1,NA,NA,2,1115,30,2,7,840010,840005,NA,1240,1,1,1,2,1995,0.97541,0.648508,0.97541,2,2,0,0.151389,1,0.623611,1,0,0,0.33,0.11,0,0,0.166667,0.055556,0,0,0,0,0.66,0.33,0.33,0.44,1,1,0,0.666667,1,0.66,1,0.886667,0,0,0.333333,0.111111,0.66,1,0.83,0.83,3
