"","study","wave","version","versn_s","doi_gesis","doi_wvsa","studytit","uniqid","intrvwr_id","cntry","cntry_AN","cntrycow","year","fw_start","fw_end","cntry_y","mode","mm_mixed_mode_EVS5","mm_mode_fu_EVS5","mm_matrix_group_EVS5","mm_fw_start_fu_EVS5","mm_fw_end_fu_EVS5","mm_year_fu_EVS5","ivlength","ivstart","ivstend","ivdate","mm_v277_fu_EVS5","mm_v278a_fu_r_EVS5","mm_v279a_fu_r_EVS5","lnge_num","lnge_iso","gwght","pwght","wght_eq1000","reg_nuts1","reg_nuts2","reg_iso","size_5c","respint","A001","A002","A003","A004","A005","A006","A008","A009","A170","A173","A027","A029","A030","A032","A034","A035","A038","A039","A040","A041","A042","A065","A066","A067","A068","A071","A072","A074","A078","A079","A080_01","A080_02","A124_02","A124_03","A124_06","A124_08","A124_09","A165","B008","C001","C001_01","C002","C002_01","D081","D026_03","D026_05","C038","C039","C041","D001_B","G007_18_B","G007_33_B","G007_34_B","G007_35_B","G007_36_B","D054","D059","D060","D061","D078","E001","E002","E003","E004","Y002","E012","E015","E018","E023","E025","E026","E027","E028","E033","E035","E036","E037","E039","E069_01","E069_02","E069_04","E069_05","E069_06","E069_07","E069_08","E069_18A","E069_18","E069_11","E069_12","E069_13","E069_14","E069_17","E069_20","E111_01","E114","E115","E116","E117","E179_WVS7","E181_EVS5","E224","E225","E226","E227","E228","E229","E233","E233A","E233B","E235","E236","E263","E264","E265_01","E265_02","E265_03","E265_04","E265_05","E265_06","E265_07","E265_08","F025","F028","F028B_WVS7","F066_EVS5","F034","F050","F051","F053","F054","F063","F114A","F115","F116","F117","F118","F119","F120","F121","F122","F123","F132","E290","F144_02","G005","G006","G052","G062","G063","G255","G256","G257","H009","H010","H011","X001","X002","X003","X003R","X003R2","G027A","X002_02A","X002_02B","V002","V002A","V002A_01","V001","V001A","V001A_01","X007","x026_01","X011","X013","X025A_01","X025R","W002A_01","W002R","V004AM_01","V004RM","V004AF_01","V004RF","X028","W003","X052","X035_EVS5","X036E_WVS7","V097EF","W005_EVS5","W006E_WVS7","X047_WVS7","X047E_EVS5"
"52063",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050316,1054,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,75,16.18,17.33,20171012,NA,NA,NA,144,"fr",1.08023624258776,0.217695778197858,0.315059861373661,"CH0","CH01",NA,2,2,1,1,1,3,1,4,1,3,10,8,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,3,3,1,2,2,1,1,5,4,1,1,1,2,3,2,2,1,4,2,1,3,4,2,2,3,2,1,1,1,4,2,2,3,1,6,8,9,6,3,3,1,1,1,1,1,2,1,1,1,1,1,2,3,2,9,2,2,1,2,NA,75601,9,7,3,10,8,6,10,9,10,9,5,3,3,2,3,3,4,1,2,2,4,0,8,NA,6,2,0,1,0,1,3,9,3,5,8,3,2,3,2,7,6,4,4,3,1,1,5,2,3,1,1,1,1,1,2,1,1949,68,6,3,1,756,"CH",1,756,"CH",1,756,"CH",1,1,1,2,1,1,1,1,1,1,1,1,4,8,2,93,NA,8,73,NA,NA,3
"52064",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050317,2038,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,75,17.38,18.53,20170916,NA,NA,NA,158,"de",1.02671976256011,0.217695778197858,0.315059861373661,"CH0","CH02",NA,3,1,2,2,2,2,1,3,2,3,7,9,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,4,NA,NA,4,5,4,3,4,2,1,2,1,2,2,2,3,3,3,3,4,4,3,1,3,1,1,1,1,2,1,1,1,2,8,10,1,1,1,3,2,3,3,2,2,2,NA,NA,2,3,2,2,2,1,8,2,2,4,1,NA,75608,5,1,10,10,1,5,10,1,1,9,9,1,1,1,4,2,4,2,1,2,4,0,6,NA,6,NA,NA,1,0,NA,NA,1,5,1,1,8,8,8,9,NA,6,4,5,5,1,1,3,2,2,1,1,1,2,3,4,1,1956,61,5,3,1,756,"CH",1,756,"CH",1,756,"CH",3,1,1,1,3,2,NA,NA,3,2,3,2,1,NA,NA,33,NA,5,NA,NA,NA,2
"52065",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050318,5509,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,41,9.53,10.34,20171026,NA,NA,NA,158,"de",1.40429736360546,0.217695778197858,0.315059861373661,"CH0","CH03",NA,1,1,1,1,1,3,2,3,1,1,4,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,2,2,3,4,3,4,4,1,1,1,2,2,1,1,3,3,3,3,3,4,4,3,2,1,2,2,2,1,3,1,3,5,5,5,6,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,7,3,3,3,3,NA,NA,2,2,7,6,8,9,7,8,7,8,8,1,1,1,2,2,2,3,3,3,4,2,7,NA,7,2,0,0,0,0,2,1,2,1,2,3,2,3,3,2,2,3,2,2,1,1,2,3,3,1,1,1,3,3,3,1,1984,33,2,2,1,756,"CH",1,756,"CH",1,756,"CH",4,1,1,3,4,2,5,3,3,2,3,2,1,2,1,54,NA,6,32,NA,NA,NA
"52066",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050319,5024,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,91,16.36,18.07,20171027,NA,NA,NA,158,"de",0.903983986917355,0.217695778197858,0.315059861373661,"CH0","CH04",NA,4,1,1,1,1,3,2,3,1,2,8,9,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,5,2,4,1,5,2,2,5,5,1,2,2,2,2,2,2,4,4,3,2,3,4,1,4,2,0,3,3,3,1,1,1,1,3,4,7,3,7,3,4,2,2,2,2,3,2,2,2,3,3,2,2,2,8,4,2,4,1,NA,75603,1,1,10,9,1,10,10,10,6,7,9,2,2,1,2,NA,3,2,2,2,4,2,6,NA,3,1,0,1,0,0,8,1,7,2,1,10,4,10,10,10,10,10,1,1,1,2,3,3,1,3,1,3,4,4,4,2,1986,31,2,2,1,756,"CH",0,705,"SI",1,756,"CH",6,1,0,2,6,3,NA,NA,4,2,5,3,1,NA,2,52,NA,2,NA,NA,NA,8
"52067",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050320,1054,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,NA,13.18,10.24,20171107,NA,NA,NA,144,"fr",1.02006490923282,0.217695778197858,0.315059861373661,"CH0","CH01",NA,1,2,1,1,1,3,1,3,2,3,7,6,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,4,5,5,1,1,1,2,2,2,1,2,2,2,1,3,4,1,4,3,1,4,2,3,1,3,1,2,1,3,1,3,4,10,1,3,2,2,2,4,3,1,1,2,2,2,2,2,2,2,2,2,8,2,2,3,1,NA,75603,8,2,10,9,2,10,10,2,10,10,10,4,4,2,4,3,4,2,1,3,4,1,4,NA,7,1,0,0,0,0,9,4,10,5,10,2,10,NA,10,10,10,4,10,3,0,NA,4,2,2,2,2,2,NA,3,3,1,1958,59,5,3,2,620,"PT",0,620,"PT",0,620,"PT",1,1,3,2,2,1,2,1,1,1,0,1,1,1,2,93,NA,9,52,NA,NA,6
"52068",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050321,4374,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,69,9.1,10.19,20170920,NA,NA,NA,158,"de",1.40429736360546,0.217695778197858,0.315059861373661,"CH0","CH04",NA,4,1,1,1,1,1,1,2,1,1,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,2,4,3,3,2,2,3,5,2,2,2,2,1,2,2,2,2,3,3,4,2,2,3,1,2,2,1,1,3,2,1,2,3,3,7,5,8,2,4,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,4,2,2,2,2,NA,75605,6,3,5,2,6,7,10,4,6,10,7,4,4,2,2,3,2,2,3,2,2,0,6,NA,5,1,1,NA,0,NA,9,4,2,2,4,8,2,3,7,8,1,3,4,3,0,NA,4,2,2,1,2,1,2,2,3,1,1984,33,2,2,2,688,"RS",0,688,"RS",0,688,"RS",1,1,0,2,3,2,3,2,2,1,2,1,1,1,2,51,NA,5,53,NA,NA,7
"52069",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050322,5134,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,66,17.54,19,20171015,NA,NA,NA,158,"de",0.959183904311958,0.217695778197858,0.315059861373661,"CH0","CH06",NA,2,1,1,1,1,2,2,3,2,2,9,3,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,5,1,2,1,3,2,2,2,3,1,2,1,3,2,2,2,3,4,4,3,1,4,4,2,3,NA,1,1,2,1,3,2,3,3,7,4,3,4,2,3,3,3,1,2,2,3,3,1,2,3,2,2,3,9,4,3,4,1,NA,75609,8,1,8,7,1,10,10,8,6,10,9,2,2,1,4,4,3,2,1,3,4,1,4,NA,6,2,0,0,0,0,1,2,5,1,1,10,3,8,10,1,3,7,6,1,1,2,3,3,3,1,1,2,2,3,3,2,1997,20,1,1,1,756,"CH",1,756,"CH",1,756,"CH",6,2,0,4,3,2,NA,NA,3,2,7,3,1,NA,2,23,NA,2,NA,NA,NA,NA
"52070",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050323,1041,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,92,17.39,19.11,20171017,NA,NA,NA,158,"de",1.15471310639241,0.217695778197858,0.315059861373661,"CH0","CH02",NA,2,1,1,1,1,2,1,2,1,1,9,9,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,4,2,4,4,4,3,1,1,3,1,2,1,3,1,1,2,3,3,2,1,1,3,2,3,2,1,1,1,2,2,2,2,2,NA,3,7,2,3,3,2,2,2,2,2,1,3,3,2,2,2,1,2,2,9,4,2,3,1,NA,NA,8,1,9,9,8,8,9,9,3,10,10,4,4,1,4,NA,4,NA,NA,4,4,5,6,NA,1,1,1,NA,0,NA,10,1,1,1,1,1,1,1,1,10,1,1,1,1,0,NA,3,2,2,2,2,2,2,2,2,1,1976,41,3,2,2,688,"RS",0,70,"BA",0,688,"RS",1,1,2,4,2,1,3,2,2,1,1,1,1,1,2,43,NA,7,53,NA,NA,6
"52071",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050324,4386,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,61,12.03,13.04,20171019,NA,NA,NA,144,"fr",0.84727844254237,0.217695778197858,0.315059861373661,"CH0","CH01",NA,2,1,1,3,3,4,2,2,2,1,10,7,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,5,1,1,4,5,2,3,4,4,1,1,1,2,2,2,3,NA,4,1,2,4,3,2,1,2,1,1,1,4,1,2,3,3,5,3,8,5,2,4,4,4,4,2,4,2,4,4,4,4,4,2,2,4,1,2,2,4,2,NA,75608,8,1,6,7,0,3,1,3,7,5,2,3,3,1,4,1,4,4,1,1,4,0,8,NA,7,1,1,1,1,1,10,1,2,1,1,5,1,8,8,9,5,2,2,2,1,2,2,4,2,1,2,2,4,4,4,1,1971,46,4,2,1,756,"CH",1,756,"CH",1,756,"CH",1,1,1,3,7,3,7,3,2,1,2,1,1,2,1,41,NA,3,21,NA,NA,8
"52072",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050325,1015,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,47,9.52,10.39,20170918,NA,NA,NA,158,"de",1.19026605055703,0.217695778197858,0.315059861373661,"CH0","CH05",NA,1,1,1,2,1,1,1,2,1,2,10,10,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,4,3,3,2,4,4,3,2,4,1,2,1,2,2,1,4,3,3,2,3,3,4,2,4,3,1,3,3,1,1,1,2,3,3,4,3,6,2,3,3,3,2,2,3,2,2,2,2,3,3,2,1,2,3,4,3,4,2,NA,75602,10,1,10,10,1,10,10,10,5,10,5,1,1,1,4,3,4,3,NA,1,3,1,4,NA,3,1,1,NA,0,0,NA,1,1,1,1,10,10,3,5,6,6,1,1,1,1,2,5,2,2,2,2,1,2,4,4,1,1948,69,6,3,1,756,"CH",1,756,"CH",1,756,"CH",1,1,3,2,3,2,3,2,3,2,3,2,4,4,3,31,NA,1,51,NA,NA,5
"52073",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050326,5503,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,57,10.01,10.58,20171125,NA,NA,NA,158,"de",1.28668268614337,0.217695778197858,0.315059861373661,"CH0","CH03",NA,2,1,1,1,2,1,2,3,2,2,10,10,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,NA,2,5,1,1,1,3,5,2,2,1,1,2,2,4,4,4,4,4,4,3,4,1,3,4,1,2,1,1,3,1,1,3,3,3,3,8,4,2,3,3,3,3,3,1,3,2,4,4,2,3,3,2,3,4,7,4,3,4,1,NA,75603,3,2,4,5,5,4,3,3,9,10,9,1,1,1,4,3,4,1,1,4,4,1,3,NA,5,1,1,1,0,0,3,1,1,1,1,8,9,9,10,8,9,3,5,1,1,2,3,2,3,2,2,1,2,2,2,2,1941,76,6,3,2,276,"DE",0,276,"DE",0,276,"DE",1,1,1,2,3,2,3,2,3,2,3,2,4,4,NA,51,NA,NA,24,NA,NA,7
"52074",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050327,4386,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,76,18.15,19.31,20171101,NA,NA,NA,144,"fr",0.989255859826058,0.217695778197858,0.315059861373661,"CH0","CH01",NA,4,2,1,1,1,1,2,4,1,1,9,9,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2,5,3,3,2,5,4,5,4,5,1,2,1,2,2,2,3,4,4,3,4,4,3,4,3,2,1,1,3,1,1,1,1,1,2,1,10,10,5,3,4,2,2,1,2,2,2,2,2,2,3,2,1,2,7,4,2,4,1,NA,75603,10,1,10,10,1,10,10,10,5,8,7,1,1,1,4,1,4,2,1,3,4,0,8,NA,7,3,0,0,0,0,1,3,5,2,1,10,5,10,10,10,5,10,1,1,1,2,5,2,1,1,1,1,4,4,4,1,1988,29,2,1,1,756,"CH",1,756,"CH",1,756,"CH",1,1,1,3,6,3,7,3,7,3,8,3,2,1,2,34,NA,2,23,NA,NA,3
"52075",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050328,4103,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,48,9.58,10.46,20171206,NA,NA,NA,158,"de",0.826340446062961,0.217695778197858,0.315059861373661,"CH0","CH06",NA,2,1,4,1,1,4,2,1,1,1,8,10,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,2,5,1,5,5,5,5,5,1,1,1,2,2,2,4,4,4,4,4,3,4,4,2,3,0,1,3,4,1,2,1,2,5,1,1,1,5,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,2,4,3,4,1,NA,NA,2,1,10,1,1,10,10,2,1,10,4,2,2,1,3,1,3,4,2,3,4,0,8,NA,7,1,1,1,0,1,10,1,1,1,1,10,10,10,10,10,10,10,1,1,1,1,3,4,1,1,1,1,4,4,4,2,1979,38,3,2,1,756,"CH",1,756,"CH",1,756,"CH",3,1,0,1,5,3,NA,NA,2,1,3,2,1,NA,3,32,NA,6,NA,NA,NA,4
"52076",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050329,5509,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,24,16.57,17.21,20171005,NA,NA,NA,158,"de",1.04155569738901,0.217695778197858,0.315059861373661,"CH0","CH03",NA,1,3,1,1,1,4,1,1,1,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3,3,1,2,3,3,3,5,5,5,1,1,1,1,1,2,2,3,3,3,3,1,3,4,3,2,1,1,3,4,3,3,3,3,5,4,3,8,5,2,2,4,4,2,4,4,2,2,2,2,4,4,4,2,5,3,3,3,2,NA,NA,5,5,2,2,2,2,4,2,6,9,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,6,2,1,0,0,1,8,9,2,9,1,2,2,2,2,2,2,2,2,2,0,NA,5,2,2,2,2,1,2,4,4,2,1964,53,4,3,2,604,"PE",0,604,"PE",0,5,"005",1,1,3,1,2,1,2,1,1,1,1,1,7,7,2,53,NA,8,NA,NA,NA,NA
"52077",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050330,1011,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,52,14,14.52,20180116,NA,NA,NA,158,"de",1.1608893347145,0.217695778197858,0.315059861373661,"CH0","CH04",NA,2,2,1,2,1,3,2,3,2,2,8,10,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,4,2,4,NA,4,4,4,4,5,2,2,2,2,2,2,4,2,3,4,4,3,1,1,2,2,0,1,3,2,1,2,2,3,7,8,2,4,2,4,2,3,3,3,3,2,3,3,2,3,3,2,2,3,8,2,3,4,1,NA,75601,8,1,10,6,5,9,3,2,3,10,8,2,2,2,2,2,3,2,2,3,4,1,8,NA,5,1,1,1,0,0,4,1,4,3,1,10,3,8,10,8,1,8,3,6,1,1,3,3,1,2,2,1,4,4,4,2,1973,44,3,2,1,756,"CH",1,756,"CH",1,756,"CH",1,1,2,4,2,1,5,3,5,3,5,3,3,1,NA,33,NA,5,33,NA,NA,10
"52078",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050331,5124,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,77,9.56,11.13,20170921,NA,NA,NA,158,"de",0.700855459167283,0.217695778197858,0.315059861373661,"CH0","CH02",NA,2,1,1,1,3,2,1,2,2,3,9,6,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,2,4,1,2,2,4,2,4,2,4,1,2,1,2,2,2,3,4,4,4,4,3,4,4,2,3,1,3,2,2,1,2,1,2,4,2,8,5,5,2,2,2,2,2,1,1,2,2,1,2,3,2,1,2,8,4,3,4,1,NA,75603,8,1,10,9,3,10,10,7,2,8,8,1,1,1,4,2,4,1,3,2,4,2,3,NA,2,1,NA,0,0,0,4,2,10,1,1,10,9,9,10,1,10,8,2,1,1,2,4,1,1,2,1,2,1,2,4,1,1957,60,5,3,1,756,"CH",1,756,"CH",1,756,"CH",1,1,3,2,7,3,5,3,3,2,7,3,1,2,3,23,NA,2,32,NA,NA,7
"52079",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050332,5080,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,55,14.07,15.02,20171113,NA,NA,NA,144,"fr",1.38468134797039,0.217695778197858,0.315059861373661,"CH0","CH01",NA,2,1,1,1,2,2,1,2,2,2,9,9,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,5,1,2,5,1,2,5,1,4,1,2,2,3,NA,2,2,2,2,2,3,3,4,4,3,2,1,2,1,1,1,1,2,3,2,5,8,3,5,2,2,3,2,1,3,1,3,3,2,2,3,2,2,3,8,4,4,4,1,NA,75603,6,1,10,7,1,10,10,1,1,10,8,1,1,1,3,1,3,3,1,2,4,1,3,NA,2,1,1,1,0,1,8,1,1,1,1,10,10,10,10,5,1,10,1,1,1,1,4,2,3,2,1,1,2,1,4,1,1942,75,6,3,1,756,"CH",1,756,"CH",1,756,"CH",3,1,2,2,3,2,3,2,3,2,3,2,4,4,1,11,NA,3,23,NA,NA,3
"52080",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050333,4103,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,53,8.57,9.5,20170918,NA,NA,NA,158,"de",0.702649981292162,0.217695778197858,0.315059861373661,"CH0","CH06",NA,1,1,1,1,2,2,1,3,1,1,10,4,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,2,5,2,4,2,5,3,4,5,4,1,2,1,2,2,2,2,4,4,4,4,3,4,1,4,2,1,3,3,2,1,2,1,2,3,3,4,4,1,4,4,2,2,2,3,3,2,2,2,3,3,2,2,2,5,4,4,4,1,NA,75603,10,1,10,10,1,10,10,1,1,10,5,1,1,1,3,4,4,1,1,2,4,1,8,NA,6,2,1,0,0,0,5,1,1,1,1,10,7,8,10,7,3,5,1,1,1,2,4,1,2,1,1,1,2,4,4,2,1948,69,6,3,1,756,"CH",1,756,"CH",1,756,"CH",1,1,4,2,5,3,3,2,1,1,1,1,5,4,2,24,NA,6,96,NA,NA,5
"52081",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050334,5121,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,48,16.27,17.15,20171003,NA,NA,NA,144,"fr",1.02773334805171,0.217695778197858,0.315059861373661,"CH0","CH01",NA,2,1,1,1,1,1,1,1,2,2,8,8,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,5,2,4,1,5,2,4,2,4,1,1,2,2,2,2,NA,4,4,3,4,3,NA,4,2,3,1,2,NA,3,1,1,2,2,4,4,NA,NA,2,2,2,2,NA,1,2,2,2,2,2,3,2,1,2,2,9,4,4,4,1,NA,75603,4,1,10,8,1,8,10,4,4,10,10,1,1,1,4,4,4,1,1,4,4,1,4,NA,2,1,1,1,0,0,10,1,1,2,1,10,10,10,10,10,10,10,1,1,1,2,4,1,1,1,1,1,2,2,4,2,1958,59,5,3,2,380,"IT",0,380,"IT",0,380,"IT",1,1,2,2,3,2,3,2,1,1,1,1,2,1,1,23,NA,6,31,NA,NA,NA
"52082",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050335,4528,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,54,17.04,17.58,20170925,NA,NA,NA,158,"de",1.40429736360546,0.217695778197858,0.315059861373661,"CH0","CH04",NA,2,1,1,1,2,3,2,4,2,2,7,8,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,4,3,3,NA,4,4,2,4,5,1,NA,2,3,NA,3,2,3,3,3,2,NA,NA,NA,NA,NA,1,NA,1,4,1,3,3,3,6,6,5,1,4,3,1,3,2,1,2,3,4,4,2,3,3,3,2,3,7,NA,3,4,2,NA,75604,7,1,10,3,1,10,10,5,7,8,6,2,2,1,4,NA,3,2,1,3,4,2,8,NA,7,2,0,1,0,0,1,1,5,1,1,8,5,8,8,10,3,9,3,1,1,1,3,4,4,1,1,1,2,2,4,1,1988,29,2,1,1,756,"CH",1,756,"CH",1,756,"CH",6,1,0,1,3,2,NA,NA,3,2,7,3,1,NA,2,72,NA,2,NA,NA,NA,4
"52083",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050336,1043,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,63,16.49,17.52,20171010,NA,NA,NA,158,"de",0.872849500926301,0.217695778197858,0.315059861373661,"CH0","CH02",NA,4,1,1,1,2,1,2,2,2,2,8,7,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,NA,2,5,2,4,2,4,NA,4,3,4,1,2,1,2,2,2,2,4,4,3,4,1,3,4,2,3,NA,3,3,1,1,2,1,NA,3,4,5,4,3,2,NA,2,NA,2,1,1,NA,NA,2,2,2,2,1,2,9,4,4,4,1,NA,NA,9,1,10,10,1,10,10,5,2,10,10,1,1,1,4,4,4,2,1,3,4,2,8,NA,3,1,1,NA,NA,1,7,2,2,1,1,9,5,9,9,8,7,10,NA,1,1,2,4,2,2,2,1,2,2,4,4,1,1974,43,3,2,1,756,"CH",1,756,"CH",1,756,"CH",6,1,2,4,7,3,7,3,NA,NA,NA,NA,1,1,1,26,NA,1,26,NA,NA,9
"52084",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",756050337,5080,756,"CH",225,2017,201709,201801,7562017,1,5,NA,NA,NA,NA,NA,69,15.48,16.57,20170925,NA,NA,NA,144,"fr",0.742930048254886,0.217695778197858,0.315059861373661,"CH0","CH01",NA,1,1,1,1,2,2,1,2,2,2,9,8,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,1,2,4,1,2,4,3,4,5,1,3,1,2,2,2,1,1,2,4,4,4,NA,3,4,2,1,2,1,1,1,2,1,1,1,2,5,5,NA,1,5,2,3,3,2,2,2,3,3,3,2,3,3,2,2,3,6,4,3,4,1,NA,75609,8,1,10,8,1,10,10,NA,7,10,8,1,1,1,4,4,4,2,1,4,4,2,2,NA,2,1,1,NA,0,0,10,1,1,1,1,NA,NA,6,8,1,NA,NA,1,1,1,2,5,2,2,2,2,2,2,3,3,2,1943,74,6,3,1,756,"CH",1,756,"CH",1,756,"CH",1,1,2,2,5,3,5,3,2,1,2,1,4,4,1,32,NA,6,61,NA,NA,3
