"","study","wave","version","versn_s","doi_gesis","doi_wvsa","studytit","uniqid","intrvwr_id","cntry","cntry_AN","cntrycow","year","fw_start","fw_end","cntry_y","mode","mm_mixed_mode_EVS5","mm_mode_fu_EVS5","mm_matrix_group_EVS5","mm_fw_start_fu_EVS5","mm_fw_end_fu_EVS5","mm_year_fu_EVS5","ivlength","ivstart","ivstend","ivdate","mm_v277_fu_EVS5","mm_v278a_fu_r_EVS5","mm_v279a_fu_r_EVS5","lnge_num","lnge_iso","gwght","pwght","wght_eq1000","reg_nuts1","reg_nuts2","reg_iso","size_5c","respint","A001","A002","A003","A004","A005","A006","A008","A009","A170","A173","A027","A029","A030","A032","A034","A035","A038","A039","A040","A041","A042","A065","A066","A067","A068","A071","A072","A074","A078","A079","A080_01","A080_02","A124_02","A124_03","A124_06","A124_08","A124_09","A165","B008","C001","C001_01","C002","C002_01","D081","D026_03","D026_05","C038","C039","C041","D001_B","G007_18_B","G007_33_B","G007_34_B","G007_35_B","G007_36_B","D054","D059","D060","D061","D078","E001","E002","E003","E004","Y002","E012","E015","E018","E023","E025","E026","E027","E028","E033","E035","E036","E037","E039","E069_01","E069_02","E069_04","E069_05","E069_06","E069_07","E069_08","E069_18A","E069_18","E069_11","E069_12","E069_13","E069_14","E069_17","E069_20","E111_01","E114","E115","E116","E117","E179_WVS7","E181_EVS5","E224","E225","E226","E227","E228","E229","E233","E233A","E233B","E235","E236","E263","E264","E265_01","E265_02","E265_03","E265_04","E265_05","E265_06","E265_07","E265_08","F025","F028","F028B_WVS7","F066_EVS5","F034","F050","F051","F053","F054","F063","F114A","F115","F116","F117","F118","F119","F120","F121","F122","F123","F132","E290","F144_02","G005","G006","G052","G062","G063","G255","G256","G257","H009","H010","H011","X001","X002","X003","X003R","X003R2","G027A","X002_02A","X002_02B","V002","V002A","V002A_01","V001","V001A","V001A_01","X007","x026_01","X011","X013","X025A_01","X025R","W002A_01","W002R","V004AM_01","V004RM","V004AF_01","V004RF","X028","W003","X052","X035_EVS5","X036E_WVS7","V097EF","W005_EVS5","W006E_WVS7","X047_WVS7","X047E_EVS5"
"30177",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050433,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,42,11.25,12.07,20181218,NA,NA,NA,207,"it",0.91563323546905,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,1,2,1,2,2,3,2,2,2,2,8,7,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,4,4,4,2,2,3,4,1,2,2,2,2,2,4,4,4,3,4,2,1,1,4,2,1,3,1,4,2,3,2,3,6,6,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,3,3,1,NA,38010,2,4,7,5,3,7,9,4,4,9,6,1,1,2,4,2,3,3,2,2,4,1,1,NA,1,1,1,1,1,1,10,1,1,1,1,5,4,4,4,5,5,4,4,4,1,1,3,2,2,1,1,1,2,3,3,2,1982,36,3,2,1,380,"IT",1,380,"IT",1,380,"IT",1,1,1,3,3,2,3,2,2,1,2,1,1,1,2,24,NA,6,83,NA,NA,6
"30178",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050434,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,49,16.13,17.02,20181105,NA,NA,NA,207,"it",0.69360872807373,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,2,2,2,2,2,2,1,3,2,3,7,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,3,1,2,2,4,2,2,2,3,2,2,2,3,3,3,3,3,3,2,3,1,4,1,4,2,1,3,1,2,1,3,2,3,8,7,4,2,3,3,2,3,3,2,3,3,3,3,3,3,2,3,4,3,8,3,4,4,1,NA,38013,4,1,8,6,1,7,7,4,4,10,8,1,1,2,4,2,2,2,2,2,4,1,4,NA,3,1,1,0,0,0,7,2,4,3,2,6,5,6,6,6,6,6,6,5,1,2,1,3,3,2,2,2,2,4,4,1,1958,60,5,3,1,380,"IT",1,380,"IT",1,380,"IT",3,1,2,1,3,2,NA,NA,1,1,3,2,3,NA,NA,24,NA,9,NA,NA,NA,7
"30179",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050435,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,45,17.46,18.31,20181031,NA,NA,NA,207,"it",2.0540281908285,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,2,3,2,2,2,3,2,4,4,3,4,8,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,2,1,1,5,4,3,3,4,4,3,3,3,3,3,3,3,2,2,2,2,1,2,1,3,1,0,2,1,4,3,3,3,3,NA,2,4,1,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,NA,4,4,4,2,NA,38066,5,1,5,5,5,5,4,5,5,8,NA,3,3,3,3,2,2,2,3,2,3,0,8,NA,7,2,0,0,0,0,2,6,5,7,4,1,4,6,7,8,6,6,5,5,1,2,1,3,3,2,2,2,4,4,4,1,1966,52,4,3,1,380,"IT",1,380,"IT",1,380,"IT",4,1,0,1,2,1,NA,NA,1,1,1,1,1,NA,2,83,NA,8,NA,NA,NA,6
"30180",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050436,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,44,15.55,16.39,20181031,NA,NA,NA,207,"it",2.0540281908285,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,2,2,1,2,2,2,1,3,2,2,7,7,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,2,4,1,1,5,4,2,1,4,4,1,3,2,3,3,3,3,3,3,2,3,1,3,1,4,2,1,3,1,2,2,3,1,3,8,7,4,1,3,3,2,3,4,2,2,3,4,4,2,3,2,3,4,3,10,3,3,3,1,NA,38013,5,1,8,6,3,6,9,4,2,10,8,1,1,2,4,2,2,2,2,2,4,1,4,NA,2,1,1,0,0,0,10,3,4,3,1,5,5,5,6,7,5,5,4,4,1,2,1,2,2,1,2,2,2,3,3,1,1975,43,3,2,1,380,"IT",1,380,"IT",1,380,"IT",1,1,2,4,2,1,3,2,2,1,2,1,3,5,NA,71,NA,6,NA,NA,NA,NA
"30181",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050437,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,45,14.52,15.37,20181203,NA,NA,NA,207,"it",2.0540281908285,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,2,3,1,2,2,2,2,3,2,1,8,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,2,4,2,4,4,4,3,2,4,3,1,2,2,3,3,2,3,3,3,3,3,3,4,2,4,3,NA,3,3,4,3,3,3,3,NA,4,2,4,2,4,3,3,3,3,4,3,3,3,4,4,3,2,4,3,1,3,3,3,1,NA,38066,7,1,8,7,7,7,8,7,1,10,3,3,3,3,3,2,2,2,3,2,4,0,8,NA,7,2,NA,0,0,0,NA,1,1,1,1,7,5,7,7,7,7,7,1,1,1,3,1,4,4,3,3,3,2,4,4,1,1981,37,3,2,1,380,"IT",1,380,"IT",1,380,"IT",6,1,0,2,2,1,3,2,2,1,2,1,1,2,2,71,NA,7,51,NA,NA,5
"30182",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050438,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,50,13.25,14.15,20181203,NA,NA,NA,207,"it",1.02516492977258,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,2,2,1,2,2,3,2,2,2,2,8,7,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,4,2,4,5,4,4,2,2,3,1,3,3,3,3,3,3,3,3,2,3,1,2,1,4,2,1,3,1,3,2,3,2,3,8,7,4,4,3,3,2,4,4,2,3,3,3,3,3,3,2,3,4,3,7,3,4,3,2,NA,38014,5,1,7,6,2,6,9,4,5,9,8,1,1,2,4,2,2,3,2,2,4,1,4,NA,1,1,1,0,0,0,9,2,2,3,1,4,4,4,4,4,6,5,3,3,1,2,2,2,2,2,2,2,2,4,4,1,1973,45,4,2,1,380,"IT",1,380,"IT",1,380,"IT",1,1,1,3,7,3,3,2,2,1,7,3,3,5,NA,22,NA,1,NA,NA,NA,NA
"30183",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050439,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,41,13.13,13.54,20181105,NA,NA,NA,207,"it",0.91563323546905,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,2,2,1,2,2,3,1,2,2,2,8,7,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,2,2,2,5,2,5,4,4,3,1,2,4,1,2,2,3,2,2,3,3,3,2,3,1,2,1,4,2,1,3,1,3,2,3,2,3,7,7,4,5,3,1,2,3,3,2,3,3,3,3,2,3,2,3,NA,3,8,3,3,3,1,NA,38014,8,4,8,7,3,7,8,6,8,9,3,1,1,2,4,2,2,2,2,2,4,1,2,NA,1,1,1,1,0,0,10,3,3,3,2,4,3,4,4,4,4,3,3,3,1,2,2,3,3,1,1,2,2,4,4,2,1977,41,3,2,1,380,"IT",1,380,"IT",1,380,"IT",1,1,1,3,3,2,3,2,2,1,2,1,3,3,NA,52,NA,4,52,NA,NA,NA
"30184",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050440,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,64,14.5,15.54,20181105,NA,NA,NA,207,"it",0.91563323546905,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,2,2,1,2,2,3,3,3,2,3,7,7,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,4,1,2,4,4,3,2,3,4,1,2,2,2,3,3,2,3,3,2,3,1,2,1,3,1,1,1,1,3,2,3,2,3,NA,5,4,3,1,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,5,4,3,4,1,NA,38066,4,2,8,8,4,8,8,6,8,8,6,3,3,2,3,2,2,4,4,2,4,1,4,NA,1,1,1,0,0,0,8,1,3,3,1,4,4,4,4,4,4,5,4,4,1,2,2,2,2,1,1,2,2,4,4,2,1977,41,3,2,1,380,"IT",1,380,"IT",1,380,"IT",1,1,2,4,3,2,3,2,3,2,2,1,5,1,2,42,NA,3,43,NA,NA,5
"30185",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050441,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,41,14.11,14.52,20181031,NA,NA,NA,207,"it",1.05977490552527,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,2,2,2,2,2,3,2,2,2,1,8,8,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,4,4,2,1,2,4,1,2,2,3,2,2,3,3,3,2,3,1,2,1,4,2,1,3,1,3,2,3,2,3,6,5,4,2,1,1,2,2,3,2,3,3,2,2,3,3,2,2,3,2,6,3,3,3,2,NA,38014,4,2,8,7,2,7,5,3,5,9,7,1,1,2,4,2,2,2,2,2,4,1,2,NA,1,1,1,1,0,0,10,2,1,5,9,4,4,4,4,4,4,4,4,5,1,1,3,2,2,1,1,1,2,4,4,2,1988,30,2,2,1,380,"IT",1,380,"IT",1,380,"IT",6,1,0,3,3,2,3,2,2,1,2,1,1,1,2,52,NA,7,54,NA,NA,7
"30186",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050442,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,47,16.02,16.49,20181112,NA,NA,NA,207,"it",1.12775601339861,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,2,2,1,2,2,2,2,2,2,1,8,8,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,2,2,4,1,2,4,4,2,2,2,3,1,2,2,2,2,2,4,4,4,3,4,2,1,4,1,2,1,3,1,2,2,3,2,3,7,6,4,4,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,3,8,2,3,3,2,NA,38014,4,4,9,6,3,7,10,4,3,10,8,1,1,2,4,2,2,2,2,2,4,1,3,NA,1,1,1,0,0,0,8,3,2,3,1,4,3,4,6,6,6,4,4,3,1,2,2,2,2,2,2,2,2,4,4,2,1987,31,2,2,1,380,"IT",1,380,"IT",1,380,"IT",1,1,0,2,6,3,3,2,3,2,3,2,1,1,2,21,NA,6,34,NA,NA,8
"30187",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050443,514113,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,48,17.06,17.54,20181112,NA,NA,NA,207,"it",0.907017131895662,2.11849960474308,0.43917435221783,"ITI","ITI3",NA,2,3,1,3,2,3,2,2,4,3,4,5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,3,1,1,5,4,2,2,2,4,1,3,3,3,3,3,3,3,3,2,3,2,1,1,4,2,NA,1,1,4,3,3,3,3,NA,6,4,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,NA,38066,3,3,7,4,3,4,7,6,2,10,NA,2,2,2,3,2,2,2,2,2,3,1,2,NA,1,1,1,1,0,0,9,1,2,2,1,4,4,5,5,5,5,4,1,4,1,2,2,3,3,2,2,2,2,4,4,2,1965,53,4,3,1,380,"IT",1,380,"IT",1,380,"IT",5,1,0,1,3,2,NA,NA,2,1,2,1,1,NA,2,43,NA,5,NA,NA,NA,4
"30188",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050444,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,53,16.49,17.42,20190110,NA,NA,NA,207,"it",1.78144030215669,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,2,2,1,2,2,2,1,3,1,2,10,10,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,1,1,2,5,1,1,4,4,1,2,2,4,1,2,2,3,3,3,2,2,3,3,2,3,4,2,3,2,0,1,1,2,1,2,1,2,8,3,6,3,5,3,3,4,4,4,3,3,4,4,2,3,3,2,4,3,6,4,3,4,1,NA,38009,8,1,10,6,1,10,10,7,7,10,6,1,1,1,4,1,3,3,1,3,4,1,8,NA,6,1,1,1,NA,NA,7,4,1,5,1,2,2,4,8,6,3,8,1,1,1,2,1,3,2,1,2,3,2,4,4,1,1976,42,3,2,1,380,"IT",1,380,"IT",1,380,"IT",1,1,2,4,2,1,3,2,2,1,2,1,1,1,2,33,NA,6,33,NA,NA,5
"30189",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050445,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,50,18.27,19.17,20181018,NA,NA,NA,207,"it",0.873833828965908,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,2,1,1,1,2,2,1,1,2,2,8,7,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,2,5,2,5,3,4,2,2,2,3,1,1,2,2,2,2,2,3,3,3,3,4,3,4,2,3,0,3,1,1,1,2,1,1,3,3,7,8,4,2,3,2,3,3,2,3,2,2,3,3,3,2,2,2,5,4,4,4,2,NA,38005,9,1,10,9,1,10,10,10,8,10,7,1,1,1,4,2,3,2,1,4,4,1,2,NA,2,1,1,1,1,1,9,1,2,1,1,8,2,2,7,2,1,1,1,1,1,2,5,1,1,2,2,1,2,4,4,1,1966,52,4,3,1,380,"IT",1,380,"IT",1,380,"IT",1,1,4,6,7,3,7,3,3,2,3,2,1,1,2,21,NA,6,23,NA,NA,9
"30190",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050446,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,40,16.15,16.55,20181025,NA,NA,NA,207,"it",0.629228558077839,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,2,2,2,2,2,3,2,3,2,2,8,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,4,1,2,4,3,2,2,2,4,1,2,2,3,2,2,2,3,3,3,3,4,1,3,2,2,1,2,2,3,1,3,1,3,7,3,7,6,5,3,2,3,3,3,4,4,4,4,3,3,3,2,4,4,4,4,4,4,2,NA,38009,3,0,1,3,0,2,1,2,4,10,6,1,1,1,3,2,3,3,1,3,4,1,8,NA,7,2,NA,NA,0,0,7,1,1,1,1,3,3,3,6,7,2,7,1,1,1,3,4,3,2,2,3,3,2,4,4,1,1994,24,1,1,1,380,"IT",1,380,"IT",1,380,"IT",6,1,0,2,3,2,3,2,2,1,3,2,1,1,2,24,NA,3,41,NA,NA,7
"30191",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050447,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,46,16.53,17.39,20181015,NA,NA,NA,207,"it",1.27053766373951,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,2,3,2,2,3,3,2,2,2,2,8,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,2,4,2,4,5,3,2,1,3,4,2,3,3,4,3,3,NA,2,3,2,2,1,3,1,3,1,0,2,2,4,3,3,3,3,8,7,3,4,4,2,2,3,3,2,3,3,3,3,3,4,3,2,3,3,6,3,2,4,2,NA,38066,8,1,8,8,5,8,9,8,7,8,7,3,3,2,2,2,3,2,2,2,2,3,4,NA,6,1,1,1,0,0,7,5,5,6,5,2,5,2,6,6,2,7,3,3,1,2,4,3,3,3,3,3,3,3,3,1,1958,60,5,3,2,8,"AL",0,8,"AL",0,8,"AL",4,1,2,1,2,1,NA,NA,0,1,1,1,1,NA,2,93,NA,9,NA,NA,NA,5
"30192",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050448,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,43,19.27,20.1,20181018,NA,NA,NA,207,"it",0.780470803128096,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,2,1,1,1,1,2,1,1,2,3,5,7,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,4,2,4,4,4,4,2,3,2,1,2,3,3,3,3,3,3,3,4,3,1,3,4,3,2,1,3,1,4,1,1,1,3,5,7,7,3,2,1,1,3,3,3,2,1,4,4,4,4,3,3,2,3,3,4,3,4,1,NA,NA,10,1,9,7,1,10,10,9,7,10,10,1,1,1,1,2,3,2,2,NA,4,1,2,NA,1,1,1,1,1,1,10,1,1,1,1,10,5,1,7,1,5,5,1,1,1,1,4,3,1,3,3,2,2,4,4,2,1979,39,3,2,1,380,"IT",1,380,"IT",1,380,"IT",6,2,0,4,3,2,NA,NA,2,1,3,2,1,NA,1,44,NA,6,NA,NA,NA,NA
"30193",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050449,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,55,10.03,10.58,20190117,NA,NA,NA,207,"it",1.11170291226534,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,2,2,1,2,2,2,3,2,2,3,7,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,5,1,2,4,3,1,2,2,2,1,2,2,3,3,3,2,2,3,3,2,3,4,2,3,2,0,1,1,2,1,2,1,3,3,3,7,6,6,2,3,4,3,3,3,3,4,4,2,4,3,2,4,3,4,4,4,4,1,NA,38005,9,1,10,7,1,10,10,8,8,10,7,1,1,1,4,2,3,3,1,3,4,1,2,NA,4,1,1,1,1,1,8,1,1,1,1,1,1,1,7,5,3,4,1,1,1,3,4,4,3,2,2,3,2,4,4,2,1952,66,6,3,1,380,"IT",1,380,"IT",1,380,"IT",1,1,3,2,1,1,1,1,1,1,1,1,5,4,NA,NA,NA,6,71,NA,NA,5
"30194",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050450,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,47,8.44,9.31,20181023,NA,NA,NA,207,"it",1.33151859603088,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,2,3,1,2,3,3,3,1,2,3,3,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,4,1,2,5,2,2,2,3,2,1,2,2,3,3,3,2,3,3,3,3,3,4,3,2,2,1,1,1,2,3,3,3,3,7,3,7,6,6,1,2,3,3,2,3,3,3,3,3,4,3,2,3,3,4,4,3,4,1,NA,38013,7,2,9,7,1,10,10,10,9,10,6,1,1,1,4,2,3,3,2,3,4,1,2,NA,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,4,4,2,1937,82,6,3,1,380,"IT",1,380,"IT",1,380,"IT",5,1,1,1,1,1,NA,NA,1,1,1,1,4,NA,NA,92,NA,9,NA,NA,NA,2
"30195",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050451,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,44,16,16.44,20181126,NA,NA,NA,207,"it",1.33151859603088,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,2,3,2,2,2,3,3,2,3,3,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,2,1,2,4,1,1,5,3,2,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,4,2,3,2,0,3,1,3,2,3,2,3,7,3,5,4,3,1,2,3,3,2,2,2,3,3,3,3,2,2,3,3,4,4,4,4,1,NA,38012,7,1,10,7,1,10,10,7,7,8,6,1,1,1,4,1,2,3,2,2,4,1,2,NA,3,1,1,1,1,1,9,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2,1,3,3,2,2,3,2,4,4,2,1937,81,6,3,1,380,"IT",1,380,"IT",1,380,"IT",6,1,0,1,1,1,NA,NA,1,1,1,1,5,NA,2,81,NA,8,NA,NA,NA,2
"30196",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050452,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,47,14.25,15.12,20190117,NA,NA,NA,207,"it",0.780470803128096,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,2,3,1,2,2,3,1,3,2,2,7,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,4,1,2,3,3,1,2,2,3,1,2,2,2,2,2,1,3,3,3,3,4,3,2,4,3,0,1,1,3,1,2,1,2,3,4,7,6,7,2,3,3,3,3,3,3,2,2,4,4,3,2,3,2,1,4,4,4,1,NA,38005,9,1,10,8,1,10,10,10,10,10,7,1,1,1,4,2,3,3,1,3,4,1,4,NA,5,1,1,1,1,1,7,1,1,1,1,6,5,5,8,7,4,2,1,1,1,2,3,1,1,1,1,1,2,4,4,2,1978,40,3,2,1,380,"IT",1,380,"IT",1,380,"IT",1,1,1,3,3,2,3,2,2,1,3,2,2,1,2,24,NA,3,35,NA,NA,7
"30197",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050453,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,47,10.33,11.2,20181029,NA,NA,NA,207,"it",1.78144030215669,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,4,3,1,3,2,4,3,4,3,4,2,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,2,4,1,1,5,4,2,4,4,4,1,3,3,4,4,4,3,3,3,3,3,4,2,2,3,2,1,3,3,4,NA,NA,NA,NA,9,1,7,7,7,4,2,4,2,4,3,3,4,4,3,4,3,2,4,3,3,4,4,4,1,NA,38013,7,1,10,7,1,10,10,7,7,10,6,3,3,2,3,NA,3,3,2,3,3,0,8,NA,7,2,0,0,0,0,3,4,2,6,5,1,6,7,9,6,2,7,1,1,1,2,1,4,4,2,4,4,4,4,4,1,1976,42,3,2,1,380,"IT",1,380,"IT",1,380,"IT",6,2,0,3,2,1,NA,NA,1,1,1,1,8,NA,NA,NA,NA,8,NA,NA,NA,4
"30198",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050454,514114,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,48,15.31,16.19,20181029,NA,NA,NA,207,"it",0.658091203081922,2.11849960474308,0.43917435221783,"ITC","ITC4",NA,4,2,1,2,2,2,3,2,2,3,6,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,2,4,1,2,5,3,1,1,1,1,2,2,2,3,3,3,2,2,3,3,2,3,1,1,3,1,1,3,1,2,1,3,2,3,8,4,6,2,4,1,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,4,4,4,1,NA,38013,8,1,10,6,1,10,10,7,8,10,7,1,1,2,4,2,4,3,1,3,4,1,2,NA,3,1,1,1,1,1,9,1,1,1,1,1,5,1,1,1,1,7,1,2,1,2,2,2,2,2,2,2,1,3,3,1,1937,82,6,3,1,380,"IT",1,380,"IT",1,380,"IT",5,1,2,1,3,2,NA,NA,1,1,2,1,4,NA,2,31,NA,7,NA,NA,NA,3
