"","V1","C_COW_ALPHA","COW","B_COUNTRY_ALPHA","V2","V2A","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V67B","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77_01","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160E","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","v184b","V184G","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","Q223_LOCAL","V221","V222","V223","V224","V225","V225R2","V225R","V226","V226R","V226CS","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V236CS","V237","V238","V239","V240","V241","V242","V246","V247","V243","REGION_ISO","V244","V245","S018","V245A","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","wave"
"575",4,"USA",2,"USA",840,840,9511,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,3,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,6,7,9,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,1,2,2,6,0,2,1,2,2,2,2,3,2,2,2,3,3,1,3,3,4,1,4,1,1,3,1,1,1,1,3,2,2,2,3,3,5,2,10,1,10,5,6,2,1,2,2,3,2,2,3,3,2,1,2,2,2,3,3,3,7,4,3,3,1,2,4,4,4,1,1,2,2,3,1,1,3,3,3,1,1,2e+07,2,2,1,1,1,1,2,1,1,1,1,1,10,1,1,1,1,2,2,5,1,5,1,1,5,1,5,9,6,1,2,3,2,2,1105,1240,840001,840001,840005,5,2,1961,38,2,3,9,3,840123,22,2,2,3,1,NA,NA,NA,4,4,840004,3,247,51,1,6,840002,1999,19991130,840008,NA,1240,0.78534,0.833333,0.78534,2,2,0,0.238832,0.915,0.528565,1,0,0.33,0.33,0.22,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0.33,0.33,NA,0.34644,0.66,1,0,1,0.666667,1,0,0.66,0.66,0.44,1,0.444444,0.444444,0.888889,0.592592,1,0.33,0.5,0.415,0.415,1,2,8400480575,4
"576",4,"USA",2,"USA",840,840,9512,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,3,1,2,2,1,2,1,1,3,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,8,9,8,1,2,4,2,2,1,2,2,1,2,1,2,1,2,3,2,4,4,4,5,1,2,1,3,1,2,2,2,2,1,2,3,1,1,3,3,4,3,2,4,2,4,3,1,1,1,2,1,1,3,2,2,3,2,3,3,7,2,3,3,8,2,3,2,2,1,2,3,NA,1,1,1,1,1,2,1,1,2,1,1,6,4,4,4,1,1,3,4,4,1,2,2,1,2,3,2,3,3,2,1,2,9e+07,9,3,1,1,1,1,1,1,1,1,1,1,9,1,1,1,3,3,3,3,1,3,3,1,10,5,10,10,10,10,3,2,1,3,1103,1240,840002,840002,5,5,2,1972,27,1,2,6,3,840120,19,2,1,12,1,NA,NA,3,4,2,840002,4,350,35,1,6,840002,1999,19991130,840008,NA,1240,0.78534,0.833333,0.78534,4,3,1,0.264445,0.915,0.971667,1,0,0,0.33,0.11,1,0.33,0,0.333333,0.221111,1,1,1,0,0.666667,1,0,0,NA,0.06,0.66,1,1,1,1,1,1,0.66,1,0.886667,1,1,1,1,1,1,1,1,1,1,1,2,8400480576,4
"577",4,"USA",2,"USA",840,840,9601,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,4,3,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,3,1,6,9,10,5,4,3,1,1,2,1,1,1,1,1,1,1,2,1,4,1,2,2,2,2,1,2,6,1,4,2,2,1,1,1,3,1,1,1,4,4,1,3,2,3,1,4,2,2,1,1,1,1,2,2,1,2,2,2,2,7,2,6,6,7,6,7,3,1,2,3,3,4,4,3,1,2,2,4,3,1,1,3,3,4,2,3,2,NA,2,2,3,2,2,3,2,2,2,1,1,2,3,1,1,1,100000020,0,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,3,2,1,5,6,10,5,1,1,1,2,7,6,4,4,1,2,2,1105,1240,840002,840002,840005,840001,2,1980,19,1,1,3,1,840117,17,2,2,7,2,1,7,2,2,3,840003,3,525,55,1,8,840003,1999,19991122,840003,NA,1240,0.78534,0.833333,0.78534,2,2,NA,0.360004,0.915,0.543148,1,0,0.33,0,0.11,1,0,0,0,0,1,1,1,0,0.666667,1,0.33,1,NA,0.66335,0.66,1,0,0,0.333333,1,1,1,1,1,1,0,0.111111,0.666667,0.259259,1,0.66,0.5,0.58,0.58,1,2,8400480577,4
"578",4,"USA",2,"USA",840,840,9602,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,4,4,3,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,10,10,9,3,4,1,1,2,1,2,1,1,1,1,1,1,1,2,2,3,5,3,4,1,1,3,1,5,NA,1,1,2,2,2,3,2,1,4,3,4,2,3,2,4,3,2,1,1,2,2,2,1,1,1,1,1,1,2,3,9,2,7,1,8,1,5,2,1,2,3,4,3,2,4,2,3,4,2,3,4,3,2,3,9,4,3,4,2,2,4,3,4,1,2,3,NA,3,1,1,1,1,1,1,1,9e+07,9,2,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,4,1,4,1,1,1,1,1,3,2,3,2,2,1,2,2,1,1105,1240,5,5,840001,NA,2,1961,38,2,3,9,3,840123,29,2,1,3,1,NA,NA,1,2,8,840008,4,335,45,2,8,840002,1999,19991128,840003,NA,1240,0.78534,0.833333,0.78534,5,3,0,0.197166,0.915,0.520278,1,0.5,0.33,0.33,0.386667,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.33,0.33,NA,0.34644,0.66,0,0,1,0.333333,1,1,0.66,1,0.886667,1,0,0.111111,0.222222,0.111111,1,1,0.5,0.75,0.75,1,2,8400480578,4
"579",4,"USA",2,"USA",840,840,9603,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,3,3,9,9,10,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,3,2,1,1,1,6,1,2,1,2,2,2,1,2,3,3,1,3,3,1,3,2,1,4,1,2,1,3,2,2,1,2,2,1,2,2,2,2,5,1,7,6,7,4,5,2,2,2,4,NA,2,2,3,3,3,2,2,2,2,2,2,2,4,1,1,2,1,3,3,3,3,1,2,2,1,1,3,1,1,3,1,1,1,9e+07,9,1,1,1,NA,1,1,1,1,1,1,1,10,1,1,1,1,2,2,4,2,3,5,1,1,1,1,2,2,1,5,3,1,3,1102,1240,840002,840002,840005,840001,1,1969,30,2,2,5,2,840119,27,1,1,3,1,NA,NA,1,4,4,840004,3,1235,120,1,8,840003,1999,19991124,840003,NA,1240,1.376147,0.833333,1.376147,2,2,NA,0.294944,0.915,0.347593,1,0.5,0,0,0.166667,1,0,0,0,0,1,1,1,0,0.666667,1,0.33,0.33,NA,0.34644,0.66,0,0,0,0,1,1,0.66,0.66,0.773333,1,0,0,0.111111,0.037037,1,0.66,0.5,0.58,0.58,1,2,8400480579,4
"580",4,"USA",2,"USA",840,840,9604,1,2,3,4,1,1,2,2,3,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,3,3,2,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,6,8,5,5,2,1,1,2,1,2,1,1,2,2,1,2,1,1,5,3,2,5,3,1,2,1,6,1,3,2,2,2,2,1,4,2,3,2,NA,4,1,3,1,2,2,4,1,2,3,3,2,1,1,4,2,3,2,3,2,5,2,10,1,5,5,5,2,1,1,3,3,3,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,7,4,4,4,4,3,2,1,NA,2,3,NA,1,2,2,2,1,1,2,1,2,9e+07,9,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,3,2,3,4,1,8,1,1,5,1,5,5,5,1,5,2,1,5,1105,1240,NA,NA,NA,NA,2,1981,18,1,1,5,2,840119,18,1,1,1,2,1,1,1,2,8,840008,4,725,30,1,8,840003,1999,19991126,840003,NA,1240,0.78534,0.833333,0.78534,3,2,1,0.179023,0.915,0.523194,0.915,0.5,0,0,0.166667,1,0,0,0,0,1,1,0,0,0.333333,1,0,0.33,NA,0.21609,0.66,1,0,0,0.333333,1,1,NA,1,0.9,0.66,0.444444,0.444444,0.444444,0.444444,1,0.33,0.5,0.415,0.415,1,2,8400480580,4
"581",4,"USA",2,"USA",840,840,9605,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,3,2,3,1,3,2,3,3,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,3,1,8,8,9,2,2,4,1,2,1,2,2,2,2,2,1,1,1,5,4,2,2,5,2,1,1,1,1,2,2,1,2,2,1,2,3,2,2,3,3,3,1,2,2,4,1,4,1,1,2,1,1,1,1,2,1,2,2,3,3,7,3,8,3,5,1,6,2,2,1,3,3,4,2,3,3,3,2,3,3,3,3,3,3,3,2,2,4,1,2,3,3,2,1,2,2,1,3,2,1,3,1,3,1,1,2e+07,2,2,1,2,1,1,2,1,2,1,1,1,10,1,1,1,1,1,3,1,1,1,1,1,6,6,6,6,7,1,1,2,1,2,1103,1240,840002,840002,840005,NA,1,1938,61,3,5,9,3,840123,NA,2,1,3,1,NA,NA,1,2,8,840008,4,445,45,1,8,840002,1999,19991127,840003,NA,1240,1.376147,0.833333,1.376147,2,3,0,0.095412,0.915,0.540556,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0.33,NA,0.21609,0.66,0,0,1,0.333333,1,1,0.66,0.66,0.773333,1,0.555556,0.555556,0.555556,0.555556,1,1,0,0.5,0.5,1,2,8400480581,4
"582",4,"USA",2,"USA",840,840,9606,1,1,2,3,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,3,2,2,3,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,3,1,6,7,9,3,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,3,2,4,1,2,2,3,1,3,1,2,2,1,2,3,1,NA,1,3,4,3,1,2,4,4,3,1,2,3,1,1,1,1,3,2,3,1,2,2,NA,2,8,3,7,4,5,3,1,2,4,4,3,3,3,3,4,2,1,1,1,NA,3,3,4,4,4,3,2,3,3,3,4,2,3,4,1,1,3,1,3,3,1,1,2,9e+07,9,2,1,1,1,1,1,1,2,1,1,1,10,1,1,1,1,2,2,3,1,4,1,1,3,1,1,3,2,1,5,2,3,2,1102,1240,840002,840002,840005,840001,2,1975,24,1,1,8,3,840122,27,2,1,NA,1,NA,NA,3,4,3,840003,4,1248,48,1,8,840003,1999,19991129,840003,NA,1240,0.78534,0.833333,0.78534,4,3,0,0.305355,0.915,0.675371,1,0,0.66,0.33,0.33,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0.33,0.66,NA,0.50253,0.66,1,0,1,0.666667,1,1,0.66,1,0.886667,1,0.222222,0,0.222222,0.148148,1,1,1,1,1,1,2,8400480582,4
"583",4,"USA",2,"USA",840,840,9607,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,3,1,NA,2,3,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,2,3,1,6,6,6,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,2,4,1,4,1,1,3,2,2,2,NA,1,1,2,1,1,2,3,3,2,1,2,1,3,1,NA,2,1,1,2,1,1,3,1,1,2,2,2,6,2,8,4,7,6,6,2,1,3,2,2,3,3,3,3,3,3,2,3,2,4,3,3,9,4,4,4,2,3,3,3,2,2,3,2,1,4,3,3,3,3,3,1,1,9e+07,9,2,1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,3,1,4,3,1,2,2,3,6,7,7,7,2,3,2,1,2,1103,1240,840005,840005,840001,5,2,1956,43,2,3,8,3,840122,NA,2,1,2,2,1,2,2,3,7,840007,2,521,56,1,8,840002,1999,19991129,840003,NA,1240,0.78534,0.833333,0.78534,2,2,NA,0.380443,0.915,0.405463,1,0.5,0,0,0.166667,1,0,0,0.166667,0.055556,1,0,1,1,0.666667,1,0.66,0.66,NA,0.63288,0.66,0,0,0,0,1,1,0.66,0.66,0.773333,1,0.222222,0.666667,0.666667,0.518519,1,0.66,0,0.33,0.33,1,2,8400480583,4
"584",4,"USA",2,"USA",840,840,9608,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,1,4,2,2,2,3,NA,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,3,1,6,5,4,3,2,1,1,2,1,1,1,2,2,1,2,2,2,4,3,3,2,3,4,1,1,2,1,1,2,2,2,2,2,1,3,2,2,1,4,4,1,3,4,1,1,3,2,1,3,2,1,1,2,2,1,2,2,3,3,5,2,6,1,5,1,4,3,1,1,3,3,NA,1,1,3,3,2,2,1,1,2,3,2,6,2,4,4,1,3,3,2,NA,1,2,2,1,3,3,3,3,3,3,2,2,2e+07,2,2,1,1,1,1,2,1,1,1,1,1,10,1,1,1,3,2,2,2,1,1,1,1,1,1,4,4,2,1,3,2,1,3,1103,1240,840002,840002,840005,NA,2,1943,56,3,5,5,2,840119,NA,2,3,2,2,1,2,NA,2,5,840005,3,NA,NA,1,8,840002,1999,19991202,840003,NA,1240,0.78534,0.833333,0.78534,3,2,NA,0.028889,0.915,0.533889,1,0,0,0,0,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0,NA,0.06,0.66,1,0,0,0.333333,1,1,1,1,1,1,0,0.333333,0.333333,0.222222,1,0.66,0.5,0.58,0.58,1,2,8400480584,4
"585",4,"USA",2,"USA",840,840,9609,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,3,2,1,2,2,2,3,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,3,3,8,8,8,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,3,4,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,1,3,1,4,1,4,1,2,2,1,1,1,1,2,1,2,3,3,3,8,2,5,3,8,2,5,3,2,2,2,2,3,3,2,3,2,3,2,2,3,4,3,2,7,4,3,3,1,1,3,3,3,2,1,2,2,3,3,3,3,1,3,2,1,2e+07,2,3,1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,3,2,3,1,1,1,1,1,1,4,5,5,1,1,2,1,1,1105,1240,840001,840001,840005,NA,1,1950,49,2,4,6,3,840120,20,2,1,7,2,1,3,1,4,7,840007,3,144,54,1,8,840002,1999,19991205,840003,NA,1240,1.376147,0.833333,1.376147,2,2,NA,0.20841,0.915,0.334398,1,0,0,0.33,0.11,1,0.33,0,0.333333,0.221111,1,0,0,0,0,1,0.33,0.66,NA,0.50253,0.66,0,0,0,0,1,1,0.33,0.66,0.663333,1,0,0.333333,0.444444,0.259259,1,0.33,0.5,0.415,0.415,1,2,8400480585,4
"586",4,"USA",2,"USA",840,840,9610,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,1,7,8,7,2,4,1,1,1,1,2,1,2,2,1,2,1,2,2,4,2,2,4,4,1,2,1,2,0,2,1,2,2,2,1,1,2,2,3,3,3,3,4,4,2,4,2,1,1,1,1,2,1,1,2,1,1,1,2,3,4,2,5,5,6,5,4,2,2,2,2,3,3,2,2,3,2,2,3,2,3,3,2,2,4,3,3,4,1,2,3,3,4,2,3,2,1,2,3,3,3,3,3,1,2,9e+07,9,2,1,1,1,1,2,1,1,1,1,1,10,1,1,1,4,2,3,2,2,2,2,1,5,3,7,5,5,3,1,2,2,1,1103,1240,840002,840002,840005,NA,1,1954,45,2,4,9,3,840123,23,2,1,3,2,1,3,1,3,8,840008,3,146,46,1,8,840002,1999,19991205,840003,NA,1240,1.376147,0.833333,1.376147,4,3,0,0.336333,0.915,0.73963,1,0.5,0.33,0,0.276667,1,0,0,0.166667,0.055556,1,1,1,0,0.666667,1,0.33,0.33,NA,0.34644,0.66,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,0.444444,0.666667,0.444444,0.518518,1,1,1,1,1,1,2,8400480586,4
"587",4,"USA",2,"USA",840,840,9611,1,1,2,3,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,3,1,10,7,7,3,4,3,2,2,2,1,2,2,2,1,2,1,1,2,3,2,4,4,4,2,1,2,6,0,2,2,2,2,2,2,2,2,2,3,3,3,4,1,1,4,3,2,1,1,2,3,1,1,2,3,1,2,2,2,2,7,2,6,6,6,5,5,2,2,3,3,4,3,2,3,3,3,2,3,3,3,3,3,3,5,2,2,3,2,2,3,2,3,2,2,2,1,2,3,3,2,2,2,1,1,2e+07,2,2,1,2,2,2,2,1,1,1,1,1,9,1,1,2,4,2,2,2,2,2,2,2,6,3,6,6,6,6,5,3,2,4,1103,1240,840001,840001,840002,NA,2,1974,25,1,2,9,3,840123,25,2,1,3,1,NA,NA,1,2,8,840008,4,315,45,1,8,840002,1999,19991205,840003,NA,1240,0.78534,0.833333,0.78534,3,2,0,0.438087,0.915,0.456806,1,0,0.33,0.33,0.22,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0.66,0.33,NA,0.47679,0.66,0,0,1,0.333333,1,1,0.66,0.66,0.773333,1,0.555556,0.555556,0.555556,0.555556,1,0.33,0,0.165,0.165,1,2,8400480587,4
"588",4,"USA",2,"USA",840,840,9612,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,3,2,1,1,2,2,3,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,7,9,3,1,4,1,2,1,2,1,1,2,2,2,1,1,4,3,4,2,2,4,1,1,3,3,0,2,2,2,2,2,1,3,2,2,1,3,3,1,2,4,1,1,4,1,1,2,1,1,1,2,3,1,3,1,3,1,7,2,9,3,3,2,7,3,2,1,3,3,4,2,2,3,3,2,3,2,2,4,3,2,3,3,3,3,2,2,3,3,3,2,1,2,2,3,2,3,1,3,3,1,2,9e+07,9,2,1,1,1,1,1,1,1,1,1,1,9,1,1,2,3,2,3,2,1,1,1,1,8,2,9,9,8,1,3,2,1,3,1103,1240,840001,840001,840002,NA,2,1970,29,1,2,9,3,840123,21,2,1,3,1,NA,NA,4,3,5,840005,4,455,50,1,8,840002,1999,19991205,840003,NA,1240,0.78534,0.833333,0.78534,1,2,NA,0.095412,0.915,0.488796,1,0,0,0,0,1,0.33,0,0.166667,0.165556,1,0,0,0,0,1,0,0.33,NA,0.21609,0.66,0,0,0,0,1,1,0.66,0.66,0.773333,1,0.777778,0.888889,0.888889,0.851852,1,0.66,0,0.33,0.33,1,2,8400480588,4
"589",4,"USA",2,"USA",840,840,9801,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,3,1,2,4,3,2,1,1,4,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,8,9,3,4,3,1,2,2,2,2,1,2,1,1,1,1,3,3,4,2,4,4,1,1,2,2,0,2,2,2,2,1,2,3,1,2,2,3,4,4,1,4,3,2,3,NA,1,2,2,1,1,2,2,1,1,1,2,NA,4,2,4,4,6,5,5,2,3,2,3,3,3,1,3,3,3,2,2,2,2,NA,NA,2,7,3,2,4,1,3,3,2,3,1,2,3,1,2,2,2,2,3,3,1,2,100000020,0,7,2,2,2,1,2,2,2,2,2,2,1,2,1,7,5,3,3,3,1,1,1,1,10,1,10,6,9,3,3,2,2,1,1105,1240,840002,840002,840005,5,2,1974,25,1,2,9,3,840123,22,2,7,3,2,1,3,2,3,4,840004,3,1043,41,1,7,840002,1999,19991121,840003,NA,1240,0.78534,0.833333,0.78534,3,2,1,0.269254,0.915,0.683797,1,0,0.33,0.33,0.22,1,0,1,1,0.666667,1,0,0,0,0,1,0.33,0,NA,0.19035,0.66,0,1,1,0.666667,1,1,0.66,1,0.886667,1,1,1,0.555556,0.851852,1,0.66,0,0.33,0.33,1,2,8400480589,4
"590",4,"USA",2,"USA",840,840,9802,1,1,1,2,4,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,3,3,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,3,1,10,8,10,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,5,2,1,1,1,1,2,3,1,2,2,2,1,3,2,1,3,2,3,2,1,2,4,1,4,1,1,3,2,1,1,1,1,1,2,1,3,3,8,2,7,2,8,2,6,2,1,1,2,3,3,2,3,3,3,1,2,2,2,3,1,3,6,4,3,4,1,3,3,3,3,1,2,3,1,NA,2,1,3,3,3,1,1,2e+07,2,1,1,2,2,2,2,1,1,1,1,1,10,1,1,1,2,4,2,3,1,1,1,1,4,1,3,5,3,2,3,2,1,1,1105,1240,840001,840001,840005,5,1,1929,70,3,6,9,3,840123,24,2,4,3,1,NA,NA,1,2,9,840009,3,347,46,2,7,840002,1999,19991122,840003,NA,1240,1.376147,0.833333,1.376147,2,3,NA,0.054023,0.915,0.4575,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.33,NA,0.21609,0.66,0,0,1,0.333333,1,1,0.33,0.66,0.663333,1,0.333333,0.222222,0.444444,0.333333,1,1,0,0.5,0.5,1,2,8400480590,4
"591",4,"USA",2,"USA",840,840,9803,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,3,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,3,NA,4,8,9,3,2,4,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,4,4,1,1,1,4,4,4,2,2,2,1,2,4,1,2,2,4,4,3,1,4,2,4,3,1,1,2,2,1,1,NA,2,1,1,2,2,3,6,2,3,5,7,5,5,3,1,2,2,4,2,2,3,3,2,2,2,2,2,2,3,2,6,4,3,4,3,3,2,2,2,3,3,2,1,3,2,1,3,1,1,1,2,100000020,0,2,1,1,1,1,NA,1,NA,1,1,1,10,1,1,1,2,2,2,2,5,5,4,2,6,5,2,5,6,1,3,1,2,3,1105,1240,840005,840005,NA,NA,2,1975,24,1,1,4,2,840118,15,2,1,7,2,1,7,2,4,5,840005,3,654,45,1,2,840002,1999,19991122,840003,NA,1240,0.78534,0.833333,0.78534,4,3,1,0.405499,0.915,0.759259,1,0,0.33,0.33,0.22,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0.33,0.33,NA,0.34644,0.66,1,0,1,0.666667,1,1,1,1,1,1,0.555556,0.111111,0.444444,0.37037,1,1,1,1,1,1,2,8400480591,4
